,code,date,sp,wp
0,300368,2016-08-31,-1.497140522875817,invalid code
1,300368,2016-09-01,-1.506578947368421,invalid code
2,300368,2016-09-02,-1.5112266112266113,invalid code
3,300368,2016-09-03,-1.5112266112266113,invalid code
4,300368,2016-09-04,-1.5112266112266113,invalid code
5,300368,2016-09-05,-1.5012489592006661,invalid code
6,300368,2016-09-06,-1.5008333333333332,invalid code
7,300368,2016-09-07,-1.4768009768009769,invalid code
8,300368,2016-09-08,-1.5032666394446714,invalid code
9,300368,2016-09-09,-1.4796,invalid code
10,300368,2016-09-10,-1.4796,invalid code
11,300368,2016-09-11,-1.4796,invalid code
12,300368,2016-09-12,-1.5224948875255624,invalid code
13,300368,2016-09-13,-1.5255872483221475,invalid code
14,300368,2016-09-14,-1.5059071729957807,invalid code
0,300369,2016-08-31,-1.4965294992563212,invalid code
1,300369,2016-09-01,-1.4985148514851487,invalid code
2,300369,2016-09-02,-1.51,invalid code
3,300369,2016-09-03,-1.51,invalid code
4,300369,2016-09-04,-1.51,invalid code
5,300369,2016-09-05,-1.52014792144861,invalid code
6,300369,2016-09-06,-1.5023006134969326,invalid code
7,300369,2016-09-07,-1.466403162055336,invalid code
8,300369,2016-09-08,-1.5201612903225805,invalid code
9,300369,2016-09-09,-1.493241551939925,invalid code
10,300369,2016-09-10,-1.493241551939925,invalid code
11,300369,2016-09-11,-1.493241551939925,invalid code
12,300369,2016-09-12,-1.5349740932642488,invalid code
13,300369,2016-09-13,-1.5418353576248314,invalid code
14,300369,2016-09-14,-1.5084376701143167,invalid code
0,300370,2016-08-31,-1.5139165009940356,invalid code
1,300370,2016-09-01,-1.498015873015873,invalid code
2,300370,2016-09-02,-1.4940828402366864,invalid code
3,300370,2016-09-03,-1.4940828402366864,invalid code
4,300370,2016-09-04,-1.4940828402366864,invalid code
5,300370,2016-09-05,-1.508955223880597,invalid code
6,300370,2016-09-06,-1.511066398390342,invalid code
7,300370,2016-09-07,-1.4613152804642167,invalid code
8,300370,2016-09-08,-1.5177165354330708,invalid code
9,300370,2016-09-09,-1.4816425120772947,invalid code
10,300370,2016-09-10,-1.4816425120772947,invalid code
11,300370,2016-09-11,-1.4816425120772947,invalid code
12,300370,2016-09-12,-1.5137120470127325,invalid code
13,300370,2016-09-13,-1.4931906614785995,invalid code
14,300370,2016-09-14,-1.4716446124763705,invalid code
0,300371,2016-08-31,-1.5109079242861725,invalid code
1,300371,2016-09-01,-1.505483870967742,invalid code
2,300371,2016-09-02,-1.4856915739268681,invalid code
3,300371,2016-09-03,-1.4856915739268681,invalid code
4,300371,2016-09-04,-1.4856915739268681,invalid code
5,300371,2016-09-05,-1.4933670246367656,invalid code
6,300371,2016-09-06,-1.4859856742447837,invalid code
7,300371,2016-09-07,-1.4837622549019607,invalid code
8,300371,2016-09-08,-1.4884918231374924,invalid code
9,300371,2016-09-09,-1.476923076923077,invalid code
10,300371,2016-09-10,-1.476923076923077,invalid code
11,300371,2016-09-11,-1.476923076923077,invalid code
12,300371,2016-09-12,-1.572675341161536,invalid code
13,300371,2016-09-13,-1.5280587275693314,invalid code
14,300371,2016-09-14,-1.4993478969677208,invalid code
0,300373,2016-08-31,-1.5009242144177448,invalid code
1,300373,2016-09-01,-1.5018518518518518,invalid code
2,300373,2016-09-02,-1.5093457943925235,invalid code
3,300373,2016-09-03,-1.5093457943925235,invalid code
4,300373,2016-09-04,-1.5093457943925235,invalid code
5,300373,2016-09-05,-1.4771689497716896,invalid code
6,300373,2016-09-06,-1.4963603275705186,invalid code
7,300373,2016-09-07,-1.4918772563176896,invalid code
8,300373,2016-09-08,-1.5132601737540008,invalid code
9,300373,2016-09-09,-1.5,invalid code
10,300373,2016-09-10,-1.5,invalid code
11,300373,2016-09-11,-1.5,invalid code
12,300373,2016-09-12,-1.5414285714285714,invalid code
13,300373,2016-09-13,-1.5144927536231885,invalid code
14,300373,2016-09-14,-1.5272952853598016,invalid code
0,300375,2016-08-31,-1.5101867572156198,invalid code
1,300375,2016-09-01,-1.4978822532825073,invalid code
2,300375,2016-09-02,-1.5004237288135593,invalid code
3,300375,2016-09-03,-1.5004237288135593,invalid code
4,300375,2016-09-04,-1.5004237288135593,invalid code
5,300375,2016-09-05,-1.517241379310345,invalid code
6,300375,2016-09-06,-1.5108932461873639,invalid code
7,300375,2016-09-07,-1.4695817490494296,invalid code
8,300375,2016-09-08,-1.5004226542688082,invalid code
9,300375,2016-09-09,-1.497470489038786,invalid code
10,300375,2016-09-10,-1.497470489038786,invalid code
11,300375,2016-09-11,-1.497470489038786,invalid code
12,300375,2016-09-12,-1.536260375709917,invalid code
13,300375,2016-09-13,-1.5123839009287927,invalid code
14,300375,2016-09-14,-1.5044424700133274,invalid code
0,300376,2016-08-31,-1.506881564650489,invalid code
1,300376,2016-09-01,-1.4867762687634023,invalid code
2,300376,2016-09-02,-1.5082882882882882,invalid code
3,300376,2016-09-03,-1.5082882882882882,invalid code
4,300376,2016-09-04,-1.5082882882882882,invalid code
5,300376,2016-09-05,-1.4914255091103967,invalid code
6,300376,2016-09-06,-1.5082853025936598,invalid code
7,300376,2016-09-07,-1.49784327821711,invalid code
8,300376,2016-09-08,-1.5018005041411595,invalid code
9,300376,2016-09-09,-1.4992803166606694,invalid code
10,300376,2016-09-10,-1.4992803166606694,invalid code
11,300376,2016-09-11,-1.4992803166606694,invalid code
12,300376,2016-09-12,-1.538490284005979,invalid code
13,300376,2016-09-13,-1.5075301204819278,invalid code
14,300376,2016-09-14,-1.5083523158694,invalid code
0,300377,2016-08-31,-1.4871581450653983,invalid code
1,300377,2016-09-01,-1.5,invalid code
2,300377,2016-09-02,-1.5108173076923075,invalid code
3,300377,2016-09-03,-1.5108173076923075,invalid code
4,300377,2016-09-04,-1.5108173076923075,invalid code
5,300377,2016-09-05,-1.5060459492140266,invalid code
6,300377,2016-09-06,-1.5334916270932268,invalid code
7,300377,2016-09-07,-1.46062424969988,invalid code
8,300377,2016-09-08,-1.5067681895093064,invalid code
9,300377,2016-09-09,-1.4918484775833132,invalid code
10,300377,2016-09-10,-1.4918484775833132,invalid code
11,300377,2016-09-11,-1.4918484775833132,invalid code
12,300377,2016-09-12,-1.54275,invalid code
13,300377,2016-09-13,-1.519367991845056,invalid code
14,300377,2016-09-14,-1.513953488372093,invalid code
0,300378,2016-08-31,-1.4943727242634888,invalid code
1,300378,2016-09-01,-1.5093551620447712,invalid code
2,300378,2016-09-02,-1.4973342219260246,invalid code
3,300378,2016-09-03,-1.4973342219260246,invalid code
4,300378,2016-09-04,-1.4973342219260246,invalid code
5,300378,2016-09-05,-1.5155668358714045,invalid code
6,300378,2016-09-06,-1.5441696113074206,invalid code
7,300378,2016-09-07,-1.4833217512161223,invalid code
8,300378,2016-09-08,-1.5137372314195139,invalid code
9,300378,2016-09-09,-1.4857638888888889,invalid code
10,300378,2016-09-10,-1.4857638888888889,invalid code
11,300378,2016-09-11,-1.4857638888888889,invalid code
12,300378,2016-09-12,-1.5285714285714287,invalid code
13,300378,2016-09-13,-1.5267693436010268,invalid code
14,300378,2016-09-14,-1.5062730627306273,invalid code
0,300379,2016-08-31,-1.4924495426165236,invalid code
1,300379,2016-09-01,-1.5058419745874105,invalid code
2,300379,2016-09-02,-1.5127200118325692,invalid code
3,300379,2016-09-03,-1.5127200118325692,invalid code
4,300379,2016-09-04,-1.5127200118325692,invalid code
5,300379,2016-09-05,-1.5166917293233082,invalid code
6,300379,2016-09-06,-1.4884066587395957,invalid code
7,300379,2016-09-07,-1.4773387565368972,invalid code
8,300379,2016-09-08,-1.5126507796410709,invalid code
9,300379,2016-09-09,-1.4912510936132983,invalid code
10,300379,2016-09-10,-1.4912510936132983,invalid code
11,300379,2016-09-11,-1.4912510936132983,invalid code
12,300379,2016-09-12,-1.5372050816696914,invalid code
13,300379,2016-09-13,-1.514265991716521,invalid code
14,300379,2016-09-14,-1.5347619047619048,invalid code
0,300380,2016-08-31,-1.4980718245360327,invalid code
1,300380,2016-09-01,-1.4975955758595816,invalid code
2,300380,2016-09-02,-1.5119221411192214,invalid code
3,300380,2016-09-03,-1.5119221411192214,invalid code
4,300380,2016-09-04,-1.5119221411192214,invalid code
5,300380,2016-09-05,-1.487506006727535,invalid code
6,300380,2016-09-06,-1.5024084778420037,invalid code
7,300380,2016-09-07,-1.3990905153746211,invalid code
8,300380,2016-09-08,-1.5241738744732756,invalid code
9,300380,2016-09-09,-1.510533393097266,invalid code
10,300380,2016-09-10,-1.510533393097266,invalid code
11,300380,2016-09-11,-1.510533393097266,invalid code
12,300380,2016-09-12,-1.5352668213457075,invalid code
13,300380,2016-09-13,-1.4976851851851851,invalid code
14,300380,2016-09-14,-1.5086388045762318,invalid code
0,300381,2016-08-31,-1.5199976050772364,invalid code
1,300381,2016-09-01,-1.43088841823654,invalid code
2,300381,2016-09-02,-1.5026824633955516,invalid code
3,300381,2016-09-03,-1.5026824633955516,invalid code
4,300381,2016-09-04,-1.5026824633955516,invalid code
5,300381,2016-09-05,-1.5964460784313725,invalid code
6,300381,2016-09-06,-1.533042157235093,invalid code
7,300381,2016-09-07,-1.4812422360248447,invalid code
8,300381,2016-09-08,-1.5373711340206186,invalid code
9,300381,2016-09-09,-1.5077922077922077,invalid code
10,300381,2016-09-10,-1.5077922077922077,invalid code
11,300381,2016-09-11,-1.5077922077922077,invalid code
12,300381,2016-09-12,-1.5685539827921176,invalid code
13,300381,2016-09-13,-1.4729948690251147,invalid code
14,300381,2016-09-14,-1.4875983464461928,invalid code
0,300383,2016-08-31,-1.4828897338403042,invalid code
1,300383,2016-09-01,-1.503543199781957,invalid code
2,300383,2016-09-02,-1.5129762562120375,invalid code
3,300383,2016-09-03,-1.5129762562120375,invalid code
4,300383,2016-09-04,-1.5129762562120375,invalid code
5,300383,2016-09-05,-1.50027616680475,invalid code
6,300383,2016-09-06,-1.498896551724138,invalid code
7,300383,2016-09-07,-1.4853220983963034,invalid code
8,300383,2016-09-08,-1.4994566693833196,invalid code
9,300383,2016-09-09,-1.5010878433505574,invalid code
10,300383,2016-09-10,-1.5010878433505574,invalid code
11,300383,2016-09-11,-1.5010878433505574,invalid code
12,300383,2016-09-12,-1.535774647887324,invalid code
13,300383,2016-09-13,-1.5509177027827117,invalid code
14,300383,2016-09-14,-1.511983223487118,invalid code
0,300384,2016-08-31,-1.4912536443148687,invalid code
1,300384,2016-09-01,-1.512396694214876,invalid code
2,300384,2016-09-02,-1.5093346573982125,invalid code
3,300384,2016-09-03,-1.5093346573982125,invalid code
4,300384,2016-09-04,-1.5093346573982125,invalid code
5,300384,2016-09-05,-1.5007950705625124,invalid code
6,300384,2016-09-06,-1.5007957032027053,invalid code
7,300384,2016-09-07,-1.4789678675754625,invalid code
8,300384,2016-09-08,-1.517637732857709,invalid code
9,300384,2016-09-09,-1.494481671265274,invalid code
10,300384,2016-09-10,-1.494481671265274,invalid code
11,300384,2016-09-11,-1.494481671265274,invalid code
12,300384,2016-09-12,-1.5248434659664716,invalid code
13,300384,2016-09-13,-1.5054833468724613,invalid code
14,300384,2016-09-14,-1.5048979591836735,invalid code
0,300385,2016-08-31,-1.514627659574468,invalid code
1,300385,2016-09-01,-1.4957627118644068,invalid code
2,300385,2016-09-02,-1.5288828337874658,invalid code
3,300385,2016-09-03,-1.5288828337874658,invalid code
4,300385,2016-09-04,-1.5288828337874658,invalid code
5,300385,2016-09-05,-1.498367791077258,invalid code
6,300385,2016-09-06,-1.4935135135135134,invalid code
7,300385,2016-09-07,-1.4560723514211886,invalid code
8,300385,2016-09-08,-1.4847328244274811,invalid code
9,300385,2016-09-09,-1.5051150895140664,invalid code
10,300385,2016-09-10,-1.5051150895140664,invalid code
11,300385,2016-09-11,-1.5051150895140664,invalid code
12,300385,2016-09-12,-1.5332980972515855,invalid code
13,300385,2016-09-13,-1.4826019215788109,invalid code
14,300385,2016-09-14,-1.4849104859335038,invalid code
0,300386,2016-08-31,-1.5,invalid code
1,300386,2016-09-01,-1.4943652635067948,invalid code
2,300386,2016-09-02,-1.5056666666666667,invalid code
3,300386,2016-09-03,-1.5056666666666667,invalid code
4,300386,2016-09-04,-1.5056666666666667,invalid code
5,300386,2016-09-05,-1.5179843909060062,invalid code
6,300386,2016-09-06,-1.5376760563380283,invalid code
7,300386,2016-09-07,-1.46763202725724,invalid code
8,300386,2016-09-08,-1.5131170176044184,invalid code
9,300386,2016-09-09,-1.4757494105759514,invalid code
10,300386,2016-09-10,-1.4757494105759514,invalid code
11,300386,2016-09-11,-1.4757494105759514,invalid code
12,300386,2016-09-12,-1.5656855707106965,invalid code
13,300386,2016-09-13,-1.5220102714600146,invalid code
14,300386,2016-09-14,-1.5040515653775324,invalid code
0,300387,2016-08-31,-1.5106030483764081,invalid code
1,300387,2016-09-01,-1.49867637326274,invalid code
2,300387,2016-09-02,-1.5113788487282462,invalid code
3,300387,2016-09-03,-1.5113788487282462,invalid code
4,300387,2016-09-04,-1.5113788487282462,invalid code
5,300387,2016-09-05,-1.5094594594594595,invalid code
6,300387,2016-09-06,-1.50373007799254,invalid code
7,300387,2016-09-07,-1.4758438120450033,invalid code
8,300387,2016-09-08,-1.4950609153770167,invalid code
9,300387,2016-09-09,-1.471218420211065,invalid code
10,300387,2016-09-10,-1.471218420211065,invalid code
11,300387,2016-09-11,-1.471218420211065,invalid code
12,300387,2016-09-12,-1.5510924369747898,invalid code
13,300387,2016-09-13,-1.507791327913279,invalid code
14,300387,2016-09-14,-1.488282557750251,invalid code
0,300388,2016-08-31,-1.522676745220098,invalid code
1,300388,2016-09-01,-1.5017817371937638,invalid code
2,300388,2016-09-02,-1.5149186256781193,invalid code
3,300388,2016-09-03,-1.5149186256781193,invalid code
4,300388,2016-09-04,-1.5149186256781193,invalid code
5,300388,2016-09-05,-1.4787610619469027,invalid code
6,300388,2016-09-06,-1.4890590809628008,invalid code
7,300388,2016-09-07,-1.3856589147286822,invalid code
8,300388,2016-09-08,-1.4666541775946047,invalid code
9,300388,2016-09-09,-1.5140577507598785,invalid code
10,300388,2016-09-10,-1.5140577507598785,invalid code
11,300388,2016-09-11,-1.5140577507598785,invalid code
12,300388,2016-09-12,-1.5358126721763086,invalid code
13,300388,2016-09-13,-1.4848837209302326,invalid code
14,300388,2016-09-14,-1.5185550730359259,invalid code
0,300389,2016-08-31,-1.5008368200836821,invalid code
1,300389,2016-09-01,-1.516156462585034,invalid code
2,300389,2016-09-02,-1.5103092783505154,invalid code
3,300389,2016-09-03,-1.5103092783505154,invalid code
4,300389,2016-09-04,-1.5103092783505154,invalid code
5,300389,2016-09-05,-1.486858838490886,invalid code
6,300389,2016-09-06,-1.4837364470391994,invalid code
7,300389,2016-09-07,-1.4407610827775599,invalid code
8,300389,2016-09-08,-1.5200080032012806,invalid code
9,300389,2016-09-09,-1.4877470355731224,invalid code
10,300389,2016-09-10,-1.4877470355731224,invalid code
11,300389,2016-09-11,-1.4877470355731224,invalid code
12,300389,2016-09-12,-1.5506644518272426,invalid code
13,300389,2016-09-13,-1.4864809504301515,invalid code
14,300389,2016-09-14,-1.4979558462796403,invalid code
0,300390,2016-08-31,-1.5,invalid code
1,300390,2016-09-01,-1.5062111801242235,invalid code
2,300390,2016-09-02,-1.5132867132867132,invalid code
3,300390,2016-09-03,-1.5132867132867132,invalid code
4,300390,2016-09-04,-1.5132867132867132,invalid code
5,300390,2016-09-05,-1.5141843971631206,invalid code
6,300390,2016-09-06,-1.519522776572668,invalid code
7,300390,2016-09-07,-1.4773851590106006,invalid code
8,300390,2016-09-08,-1.498588567395907,invalid code
9,300390,2016-09-09,-1.4950842696629214,invalid code
10,300390,2016-09-10,-1.4950842696629214,invalid code
11,300390,2016-09-11,-1.4950842696629214,invalid code
12,300390,2016-09-12,-1.5470588235294118,invalid code
13,300390,2016-09-13,-1.5310841546626233,invalid code
14,300390,2016-09-14,-1.5038051750380517,invalid code
0,300391,2016-08-31,-1.5372465818010372,invalid code
1,300391,2016-09-01,-1.5028368794326241,invalid code
2,300391,2016-09-02,-1.5129310344827587,invalid code
3,300391,2016-09-03,-1.5129310344827587,invalid code
4,300391,2016-09-04,-1.5129310344827587,invalid code
5,300391,2016-09-05,-1.4919239904988122,invalid code
6,300391,2016-09-06,-1.526829268292683,invalid code
7,300391,2016-09-07,-1.4884281581485055,invalid code
8,300391,2016-09-08,-1.4076586433260392,invalid code
9,300391,2016-09-09,-1.473168654173765,invalid code
10,300391,2016-09-10,-1.473168654173765,invalid code
11,300391,2016-09-11,-1.473168654173765,invalid code
12,300391,2016-09-12,-1.5454140694568121,invalid code
13,300391,2016-09-13,-1.5302752293577981,invalid code
14,300391,2016-09-14,-1.5341555977229602,invalid code
0,300392,2016-08-31,-1.4979000419991602,invalid code
1,300392,2016-09-01,-1.5088983050847455,invalid code
2,300392,2016-09-02,-1.5107066381156318,invalid code
3,300392,2016-09-03,-1.5107066381156318,invalid code
4,300392,2016-09-04,-1.5107066381156318,invalid code
5,300392,2016-09-05,-1.4948870899020026,invalid code
6,300392,2016-09-06,-1.5017072129748186,invalid code
7,300392,2016-09-07,-1.4886075949367088,invalid code
8,300392,2016-09-08,-1.5038119440914866,invalid code
9,300392,2016-09-09,-1.4962025316455696,invalid code
10,300392,2016-09-10,-1.4962025316455696,invalid code
11,300392,2016-09-11,-1.4962025316455696,invalid code
12,300392,2016-09-12,-1.531331592689295,invalid code
13,300392,2016-09-13,-1.5263510495757033,invalid code
14,300392,2016-09-14,-1.5058400718778078,invalid code
0,300393,2016-08-31,-1.4816098081023452,invalid code
1,300393,2016-09-01,-1.5113207547169811,invalid code
2,300393,2016-09-02,-1.5164383561643835,invalid code
3,300393,2016-09-03,-1.5164383561643835,invalid code
4,300393,2016-09-04,-1.5164383561643835,invalid code
5,300393,2016-09-05,-1.512201885745979,invalid code
6,300393,2016-09-06,-1.480690780527604,invalid code
7,300393,2016-09-07,-1.4714663143989433,invalid code
8,300393,2016-09-08,-1.4752641071888688,invalid code
9,300393,2016-09-09,-1.4971736896197327,invalid code
10,300393,2016-09-10,-1.4971736896197327,invalid code
11,300393,2016-09-11,-1.4971736896197327,invalid code
12,300393,2016-09-12,-1.5023177955189289,invalid code
13,300393,2016-09-13,-1.485032978183663,invalid code
14,300393,2016-09-14,-1.4889613647767186,invalid code
0,300394,2016-08-31,-1.5036312849162012,invalid code
1,300394,2016-09-01,-1.511871113623516,invalid code
2,300394,2016-09-02,-1.5120137299771168,invalid code
3,300394,2016-09-03,-1.5120137299771168,invalid code
4,300394,2016-09-04,-1.5120137299771168,invalid code
5,300394,2016-09-05,-1.4914917753828703,invalid code
6,300394,2016-09-06,-1.503986332574032,invalid code
7,300394,2016-09-07,-1.4595628415300546,invalid code
8,300394,2016-09-08,-1.5077092511013217,invalid code
9,300394,2016-09-09,-1.4631397507292496,invalid code
10,300394,2016-09-10,-1.4631397507292496,invalid code
11,300394,2016-09-11,-1.4631397507292496,invalid code
12,300394,2016-09-12,-1.5247282608695654,invalid code
13,300394,2016-09-13,-1.5132158590308369,invalid code
14,300394,2016-09-14,-1.504424778761062,invalid code
0,300395,2016-08-31,-1.4982864976010966,invalid code
1,300395,2016-09-01,-1.5010291595197256,invalid code
2,300395,2016-09-02,-1.5399571887263646,invalid code
3,300395,2016-09-03,-1.5399571887263646,invalid code
4,300395,2016-09-04,-1.5399571887263646,invalid code
5,300395,2016-09-05,-1.5028622540250447,invalid code
6,300395,2016-09-06,-1.5145190562613429,invalid code
7,300395,2016-09-07,-1.474186704384724,invalid code
8,300395,2016-09-08,-1.51072194424589,invalid code
9,300395,2016-09-09,-1.4989289539450197,invalid code
10,300395,2016-09-10,-1.4989289539450197,invalid code
11,300395,2016-09-11,-1.4989289539450197,invalid code
12,300395,2016-09-12,-1.5490636704119851,invalid code
13,300395,2016-09-13,-1.5167555217060167,invalid code
14,300395,2016-09-14,-1.5088359585094122,invalid code
0,300396,2016-08-31,-1.5096899224806202,invalid code
1,300396,2016-09-01,-1.5095652173913043,invalid code
2,300396,2016-09-02,-1.5154525386313467,invalid code
3,300396,2016-09-03,-1.5154525386313467,invalid code
4,300396,2016-09-04,-1.5154525386313467,invalid code
5,300396,2016-09-05,-1.492550394390885,invalid code
6,300396,2016-09-06,-1.507727975270479,invalid code
7,300396,2016-09-07,-1.4958223394898857,invalid code
8,300396,2016-09-08,-1.517905102954342,invalid code
9,300396,2016-09-09,-1.5033685156074557,invalid code
10,300396,2016-09-10,-1.5033685156074557,invalid code
11,300396,2016-09-11,-1.5033685156074557,invalid code
12,300396,2016-09-12,-1.5470256289677875,invalid code
13,300396,2016-09-13,-1.5280396422528404,invalid code
14,300396,2016-09-14,-1.5090243902439024,invalid code
0,300397,2016-08-31,-1.5075853350189632,invalid code
1,300397,2016-09-01,-1.5006325110689438,invalid code
2,300397,2016-09-02,-1.5473666777078503,invalid code
3,300397,2016-09-03,-1.5473666777078503,invalid code
4,300397,2016-09-04,-1.5473666777078503,invalid code
5,300397,2016-09-05,-1.4996688741721855,invalid code
6,300397,2016-09-06,-1.494729907773386,invalid code
7,300397,2016-09-07,-1.4857142857142858,invalid code
8,300397,2016-09-08,-1.504566210045662,invalid code
9,300397,2016-09-09,-1.4919120025881591,invalid code
10,300397,2016-09-10,-1.4919120025881591,invalid code
11,300397,2016-09-11,-1.4919120025881591,invalid code
12,300397,2016-09-12,-1.532743067156699,invalid code
13,300397,2016-09-13,-1.4973342219260246,invalid code
14,300397,2016-09-14,-1.5214431586113002,invalid code
0,300399,2016-08-31,-1.4948634766153013,invalid code
1,300399,2016-09-01,-1.5079019073569482,invalid code
2,300399,2016-09-02,-1.5171840354767185,invalid code
3,300399,2016-09-03,-1.5171840354767185,invalid code
4,300399,2016-09-04,-1.5171840354767185,invalid code
5,300399,2016-09-05,-1.5050139275766017,invalid code
6,300399,2016-09-06,-1.5092774810233343,invalid code
7,300399,2016-09-07,-1.4440021231422506,invalid code
8,300399,2016-09-08,-1.5239130434782608,invalid code
9,300399,2016-09-09,-1.5,invalid code
10,300399,2016-09-10,-1.5,invalid code
11,300399,2016-09-11,-1.5,invalid code
12,300399,2016-09-12,-1.5348706411698536,invalid code
13,300399,2016-09-13,-1.5139720558882237,invalid code
14,300399,2016-09-14,-1.505447247706422,invalid code
0,300400,2016-08-31,-1.4922499999999999,invalid code
1,300400,2016-09-01,-1.4995002498750625,invalid code
2,300400,2016-09-02,-1.4886363636363638,invalid code
3,300400,2016-09-03,-1.4886363636363638,invalid code
4,300400,2016-09-04,-1.4886363636363638,invalid code
5,300400,2016-09-05,-1.5295015259409968,invalid code
6,300400,2016-09-06,-1.5082051282051283,invalid code
7,300400,2016-09-07,-1.4558823529411766,invalid code
8,300400,2016-09-08,-1.531605562579014,invalid code
9,300400,2016-09-09,-1.4741379310344827,invalid code
10,300400,2016-09-10,-1.4741379310344827,invalid code
11,300400,2016-09-11,-1.4741379310344827,invalid code
12,300400,2016-09-12,-1.5463917525773196,invalid code
13,300400,2016-09-13,-1.4761006289308176,invalid code
14,300400,2016-09-14,-1.518447348193697,invalid code
0,300401,2016-08-31,-1.5003675119441382,invalid code
1,300401,2016-09-01,-1.4908958485069193,invalid code
2,300401,2016-09-02,-1.5095588235294117,invalid code
3,300401,2016-09-03,-1.5095588235294117,invalid code
4,300401,2016-09-04,-1.5095588235294117,invalid code
5,300401,2016-09-05,-1.5342205323193916,invalid code
6,300401,2016-09-06,-1.5072769054002297,invalid code
7,300401,2016-09-07,-1.4494545454545453,invalid code
8,300401,2016-09-08,-1.4772565742714996,invalid code
9,300401,2016-09-09,-1.4891036906854132,invalid code
10,300401,2016-09-10,-1.4891036906854132,invalid code
11,300401,2016-09-11,-1.4891036906854132,invalid code
12,300401,2016-09-12,-1.5160714285714285,invalid code
13,300401,2016-09-13,-1.4929078014184398,invalid code
14,300401,2016-09-14,-1.5032017075773747,invalid code
0,300403,2016-08-31,-1.5025295109612142,invalid code
1,300403,2016-09-01,-1.4858686616791354,invalid code
2,300403,2016-09-02,-1.5078753351206433,invalid code
3,300403,2016-09-03,-1.5078753351206433,invalid code
4,300403,2016-09-04,-1.5078753351206433,invalid code
5,300403,2016-09-05,-1.4862832589654602,invalid code
6,300403,2016-09-06,-1.511196524064171,invalid code
7,300403,2016-09-07,-1.4653169866107436,invalid code
8,300403,2016-09-08,-1.508623494956069,invalid code
9,300403,2016-09-09,-1.474781919111816,invalid code
10,300403,2016-09-10,-1.474781919111816,invalid code
11,300403,2016-09-11,-1.474781919111816,invalid code
12,300403,2016-09-12,-1.524370430544273,invalid code
13,300403,2016-09-13,-1.4848,invalid code
14,300403,2016-09-14,-1.4919060466592604,invalid code
0,300404,2016-08-31,-1.4788610871440897,invalid code
1,300404,2016-09-01,-1.5175592625109744,invalid code
2,300404,2016-09-02,-1.5017590149516271,invalid code
3,300404,2016-09-03,-1.5017590149516271,invalid code
4,300404,2016-09-04,-1.5017590149516271,invalid code
5,300404,2016-09-05,-1.5234023402340233,invalid code
6,300404,2016-09-06,-1.5120701434752903,invalid code
7,300404,2016-09-07,-1.5048054919908465,invalid code
8,300404,2016-09-08,-1.4864559819413095,invalid code
9,300404,2016-09-09,-1.5036248300860897,invalid code
10,300404,2016-09-10,-1.5036248300860897,invalid code
11,300404,2016-09-11,-1.5036248300860897,invalid code
12,300404,2016-09-12,-1.5265116279069768,invalid code
13,300404,2016-09-13,-1.4976798143851509,invalid code
14,300404,2016-09-14,-1.5350624399615755,invalid code
0,300405,2016-08-31,-1.498238273508038,invalid code
1,300405,2016-09-01,-1.5086628165259883,invalid code
2,300405,2016-09-02,-1.4955771782397171,invalid code
3,300405,2016-09-03,-1.4955771782397171,invalid code
4,300405,2016-09-04,-1.4955771782397171,invalid code
5,300405,2016-09-05,-1.4792117799913382,invalid code
6,300405,2016-09-06,-1.5138309549945115,invalid code
7,300405,2016-09-07,-1.4912948857453754,invalid code
8,300405,2016-09-08,-1.475583864118896,invalid code
9,300405,2016-09-09,-1.4843260188087775,invalid code
10,300405,2016-09-10,-1.4843260188087775,invalid code
11,300405,2016-09-11,-1.4843260188087775,invalid code
12,300405,2016-09-12,-1.5397653194263363,invalid code
13,300405,2016-09-13,-1.5174662834401946,invalid code
14,300405,2016-09-14,-1.5053345187819513,invalid code
0,300406,2016-08-31,-1.5166886253842775,invalid code
1,300406,2016-09-01,-1.4995610184372257,invalid code
2,300406,2016-09-02,-1.516057091882248,invalid code
3,300406,2016-09-03,-1.516057091882248,invalid code
4,300406,2016-09-04,-1.516057091882248,invalid code
5,300406,2016-09-05,-1.5031319910514542,invalid code
6,300406,2016-09-06,-1.4811237928007024,invalid code
7,300406,2016-09-07,-1.4835924006908463,invalid code
8,300406,2016-09-08,-1.5307076101468626,invalid code
9,300406,2016-09-09,-1.486824769433465,invalid code
10,300406,2016-09-10,-1.486824769433465,invalid code
11,300406,2016-09-11,-1.486824769433465,invalid code
12,300406,2016-09-12,-1.5165178571428573,invalid code
13,300406,2016-09-13,-1.508554705087798,invalid code
14,300406,2016-09-14,-1.4995499549954996,invalid code
0,300407,2016-08-31,-1.5115273775216138,invalid code
1,300407,2016-09-01,-1.4348060344827587,invalid code
2,300407,2016-09-02,-1.5153172866520785,invalid code
3,300407,2016-09-03,-1.5153172866520785,invalid code
4,300407,2016-09-04,-1.5153172866520785,invalid code
5,300407,2016-09-05,-1.5189520624303232,invalid code
6,300407,2016-09-06,-1.4911602209944752,invalid code
7,300407,2016-09-07,-1.486376021798365,invalid code
8,300407,2016-09-08,-1.5138121546961325,invalid code
9,300407,2016-09-09,-1.5055555555555555,invalid code
10,300407,2016-09-10,-1.5055555555555555,invalid code
11,300407,2016-09-11,-1.5055555555555555,invalid code
12,300407,2016-09-12,-1.5,invalid code
13,300407,2016-09-13,-1.5582010582010581,invalid code
