,code,date,sp,wp
13,000972,2016-09-13,-1.5214285714285714,invalid code
14,000972,2016-09-14,-1.509009009009009,invalid code
0,000973,2016-08-31,-1.4989429175475686,invalid code
1,000973,2016-09-01,-1.5010582010582012,invalid code
2,000973,2016-09-02,-1.5150375939849623,invalid code
3,000973,2016-09-03,-1.5150375939849623,invalid code
4,000973,2016-09-04,-1.5150375939849623,invalid code
5,000973,2016-09-05,-1.5053995680345573,invalid code
6,000973,2016-09-06,-1.4989212513484358,invalid code
7,000973,2016-09-07,-1.488272921108742,invalid code
8,000973,2016-09-08,-1.5021367521367524,invalid code
9,000973,2016-09-09,-1.5010695187165775,invalid code
10,000973,2016-09-10,-1.5010695187165775,invalid code
11,000973,2016-09-11,-1.5010695187165775,invalid code
12,000973,2016-09-12,-1.535437430786268,invalid code
13,000973,2016-09-13,-1.5168918918918917,invalid code
14,000973,2016-09-14,-1.5079455164585698,invalid code
0,000976,2016-08-31,-1.5070921985815602,invalid code
1,000976,2016-09-01,-1.4976415094339623,invalid code
2,000976,2016-09-02,-1.5167865707434054,invalid code
3,000976,2016-09-03,-1.5167865707434054,invalid code
4,000976,2016-09-04,-1.5167865707434054,invalid code
5,000976,2016-09-05,-1.4619377162629759,invalid code
6,000976,2016-09-06,-1.5104895104895104,invalid code
7,000976,2016-09-07,-1.4694915254237289,invalid code
8,000976,2016-09-08,-1.5114285714285713,invalid code
9,000976,2016-09-09,-1.5092272202998847,invalid code
10,000976,2016-09-10,-1.5092272202998847,invalid code
11,000976,2016-09-11,-1.5092272202998847,invalid code
12,000976,2016-09-12,-1.4988479262672811,invalid code
13,000976,2016-09-13,-1.522379269729093,invalid code
14,000976,2016-09-14,-1.494145199063232,invalid code
0,000977,2016-08-31,-1.4821501014198784,invalid code
1,000977,2016-09-01,-1.500405844155844,invalid code
2,000977,2016-09-02,-1.5053039575683393,invalid code
3,000977,2016-09-03,-1.5053039575683393,invalid code
4,000977,2016-09-04,-1.5053039575683393,invalid code
5,000977,2016-09-05,-1.5,invalid code
6,000977,2016-09-06,-1.506570841889117,invalid code
7,000977,2016-09-07,-1.474,invalid code
8,000977,2016-09-08,-1.492063492063492,invalid code
9,000977,2016-09-09,-1.4917355371900827,invalid code
10,000977,2016-09-10,-1.4917355371900827,invalid code
11,000977,2016-09-11,-1.4917355371900827,invalid code
12,000977,2016-09-12,-1.5168067226890758,invalid code
13,000977,2016-09-13,-1.511740890688259,invalid code
14,000977,2016-09-14,-1.5040650406504064,invalid code
0,000978,2016-08-31,-1.488822012037833,invalid code
1,000978,2016-09-01,-1.4974271012006861,invalid code
2,000978,2016-09-02,-1.4974337040205303,invalid code
3,000978,2016-09-03,-1.4974337040205303,invalid code
4,000978,2016-09-04,-1.4974337040205303,invalid code
5,000978,2016-09-05,-1.5156385751520416,invalid code
6,000978,2016-09-06,-1.4913867355727821,invalid code
7,000978,2016-09-07,-1.5025906735751295,invalid code
8,000978,2016-09-08,-1.4939914163090129,invalid code
9,000978,2016-09-09,-1.4923339011925043,invalid code
10,000978,2016-09-10,-1.4923339011925043,invalid code
11,000978,2016-09-11,-1.4923339011925043,invalid code
12,000978,2016-09-12,-1.5094582975064488,invalid code
13,000978,2016-09-13,-1.5130662020905923,invalid code
14,000978,2016-09-14,-1.5,invalid code
0,000979,2016-08-31,-1.5071428571428571,invalid code
1,000979,2016-09-01,-1.4929078014184398,invalid code
2,000979,2016-09-02,-1.5180505415162455,invalid code
3,000979,2016-09-03,-1.5180505415162455,invalid code
4,000979,2016-09-04,-1.5180505415162455,invalid code
5,000979,2016-09-05,-1.4964028776978417,invalid code
6,000979,2016-09-06,-1.5,invalid code
7,000979,2016-09-07,-1.4964157706093189,invalid code
8,000979,2016-09-08,-1.5,invalid code
9,000979,2016-09-09,-1.4964285714285714,invalid code
10,000979,2016-09-10,-1.4964285714285714,invalid code
11,000979,2016-09-11,-1.4964285714285714,invalid code
12,000979,2016-09-12,-1.5144927536231885,invalid code
13,000979,2016-09-13,-1.510989010989011,invalid code
14,000979,2016-09-14,-1.507380073800738,invalid code
0,000981,2016-08-31,-1.545757864632984,invalid code
1,000981,2016-09-01,-1.478544776119403,invalid code
2,000981,2016-09-02,-1.5367504835589942,invalid code
3,000981,2016-09-03,-1.5367504835589942,invalid code
4,000981,2016-09-04,-1.5367504835589942,invalid code
5,000981,2016-09-05,-1.522749752720079,invalid code
6,000981,2016-09-06,-1.4941002949852507,invalid code
7,000981,2016-09-07,-1.5,invalid code
8,000981,2016-09-08,-1.4941348973607038,invalid code
9,000981,2016-09-09,-1.497076023391813,invalid code
10,000981,2016-09-10,-1.497076023391813,invalid code
11,000981,2016-09-11,-1.497076023391813,invalid code
12,000981,2016-09-12,-1.5239520958083832,invalid code
13,000981,2016-09-13,-1.5182926829268293,invalid code
14,000981,2016-09-14,-1.5020366598778003,invalid code
0,000982,2016-08-31,-1.4981916817359855,invalid code
1,000982,2016-09-01,-1.4910394265232976,invalid code
2,000982,2016-09-02,-1.5108695652173914,invalid code
3,000982,2016-09-03,-1.5108695652173914,invalid code
4,000982,2016-09-04,-1.5108695652173914,invalid code
5,000982,2016-09-05,-1.4910233393177736,invalid code
6,000982,2016-09-06,-1.509057971014493,invalid code
7,000982,2016-09-07,-1.4910233393177736,invalid code
8,000982,2016-09-08,-1.5072332730560578,invalid code
9,000982,2016-09-09,-1.4946043165467626,invalid code
10,000982,2016-09-10,-1.4946043165467626,invalid code
11,000982,2016-09-11,-1.4946043165467626,invalid code
12,000982,2016-09-12,-1.5353817504655494,invalid code
13,000982,2016-09-13,-1.5151228733459357,invalid code
14,000982,2016-09-14,-1.5372549019607844,invalid code
0,000983,2016-08-31,-1.4850448654037889,invalid code
1,000983,2016-09-01,-1.513131313131313,invalid code
2,000983,2016-09-02,-1.5366492146596857,invalid code
3,000983,2016-09-03,-1.5366492146596857,invalid code
4,000983,2016-09-04,-1.5366492146596857,invalid code
5,000983,2016-09-05,-1.4815005138746147,invalid code
6,000983,2016-09-06,-1.4848178137651822,invalid code
7,000983,2016-09-07,-1.4821073558648112,invalid code
8,000983,2016-09-08,-1.5254841997961264,invalid code
9,000983,2016-09-09,-1.4712871287128713,invalid code
10,000983,2016-09-10,-1.4712871287128713,invalid code
11,000983,2016-09-11,-1.4712871287128713,invalid code
12,000983,2016-09-12,-1.5488058151609552,invalid code
13,000983,2016-09-13,-1.5332618025751072,invalid code
14,000983,2016-09-14,-1.5185792349726777,invalid code
0,000985,2016-08-31,-1.4864319765309864,invalid code
1,000985,2016-09-01,-1.5232645403377112,invalid code
2,000985,2016-09-02,-1.5144651693947468,invalid code
3,000985,2016-09-03,-1.5144651693947468,invalid code
4,000985,2016-09-04,-1.5144651693947468,invalid code
5,000985,2016-09-05,-1.5346593146908232,invalid code
6,000985,2016-09-06,-1.4925723221266616,invalid code
7,000985,2016-09-07,-1.5051080550098233,invalid code
8,000985,2016-09-08,-1.4187725631768953,invalid code
9,000985,2016-09-09,-1.5183823529411764,invalid code
10,000985,2016-09-10,-1.5183823529411764,invalid code
11,000985,2016-09-11,-1.5183823529411764,invalid code
12,000985,2016-09-12,-1.5,invalid code
13,000985,2016-09-13,-1.5377718428080884,invalid code
14,000985,2016-09-14,-1.4834896810506568,invalid code
0,000988,2016-08-31,-1.5010887316276538,invalid code
1,000988,2016-09-01,-1.4983695652173914,invalid code
2,000988,2016-09-02,-1.514892443463872,invalid code
3,000988,2016-09-03,-1.514892443463872,invalid code
4,000988,2016-09-04,-1.514892443463872,invalid code
5,000988,2016-09-05,-1.5196850393700787,invalid code
6,000988,2016-09-06,-1.5005627462014632,invalid code
7,000988,2016-09-07,-1.4801434087148373,invalid code
8,000988,2016-09-08,-1.5033204205866075,invalid code
9,000988,2016-09-09,-1.5083705357142856,invalid code
10,000988,2016-09-10,-1.5083705357142856,invalid code
11,000988,2016-09-11,-1.5083705357142856,invalid code
12,000988,2016-09-12,-1.5376375217139548,invalid code
13,000988,2016-09-13,-1.5261437908496733,invalid code
14,000988,2016-09-14,-1.510204081632653,invalid code
0,000989,2016-08-31,-1.49561053471668,invalid code
1,000989,2016-09-01,-1.5,invalid code
2,000989,2016-09-02,-1.4956297179181564,invalid code
3,000989,2016-09-03,-1.4956297179181564,invalid code
4,000989,2016-09-04,-1.4956297179181564,invalid code
5,000989,2016-09-05,-1.490944881889764,invalid code
6,000989,2016-09-06,-1.5131631431990427,invalid code
7,000989,2016-09-07,-1.490909090909091,invalid code
8,000989,2016-09-08,-1.5095770151636074,invalid code
9,000989,2016-09-09,-1.4928684627575277,invalid code
10,000989,2016-09-10,-1.4928684627575277,invalid code
11,000989,2016-09-11,-1.4928684627575277,invalid code
12,000989,2016-09-12,-1.4782945736434108,invalid code
13,000989,2016-09-13,-1.4754253308128544,invalid code
14,000989,2016-09-14,-1.5291828793774318,invalid code
0,000990,2016-08-31,-1.5196304849884525,invalid code
1,000990,2016-09-01,-1.4713965227145263,invalid code
2,000990,2016-09-02,-1.526482440990213,invalid code
3,000990,2016-09-03,-1.526482440990213,invalid code
4,000990,2016-09-04,-1.526482440990213,invalid code
5,000990,2016-09-05,-1.508125362739408,invalid code
6,000990,2016-09-06,-1.510557184750733,invalid code
7,000990,2016-09-07,-1.4838430467397579,invalid code
8,000990,2016-09-08,-1.4931232091690543,invalid code
9,000990,2016-09-09,-1.4982837528604118,invalid code
10,000990,2016-09-10,-1.4982837528604118,invalid code
11,000990,2016-09-11,-1.4982837528604118,invalid code
12,000990,2016-09-12,-1.5435820895522387,invalid code
13,000990,2016-09-13,-1.5041966426858513,invalid code
14,000990,2016-09-14,-1.5072463768115942,invalid code
0,000993,2016-08-31,-1.5053134962805528,invalid code
1,000993,2016-09-01,-1.5053418803418803,invalid code
2,000993,2016-09-02,-1.4957446808510637,invalid code
3,000993,2016-09-03,-1.4957446808510637,invalid code
4,000993,2016-09-04,-1.4957446808510637,invalid code
5,000993,2016-09-05,-1.476116303219107,invalid code
6,000993,2016-09-06,-1.5,invalid code
7,000993,2016-09-07,-1.4989626556016598,invalid code
8,000993,2016-09-08,-1.492790937178167,invalid code
9,000993,2016-09-09,-1.4661691542288557,invalid code
10,000993,2016-09-10,-1.4661691542288557,invalid code
11,000993,2016-09-11,-1.4661691542288557,invalid code
12,000993,2016-09-12,-1.5414507772020727,invalid code
13,000993,2016-09-13,-1.5331905781584583,invalid code
14,000993,2016-09-14,-1.4852320675105484,invalid code
0,000995,2016-08-31,-1.4904761904761905,invalid code
1,000995,2016-09-01,-1.4480812641083523,invalid code
2,000995,2016-09-02,-1.5068181818181818,invalid code
3,000995,2016-09-03,-1.5068181818181818,invalid code
4,000995,2016-09-04,-1.5068181818181818,invalid code
5,000995,2016-09-05,-1.478502594514455,invalid code
6,000995,2016-09-06,-1.5104868913857679,invalid code
7,000995,2016-09-07,-1.4940431868950113,invalid code
8,000995,2016-09-08,-1.4464411557434813,invalid code
9,000995,2016-09-09,-1.5007052186177714,invalid code
10,000995,2016-09-10,-1.5007052186177714,invalid code
11,000995,2016-09-11,-1.5007052186177714,invalid code
12,000995,2016-09-12,-1.4943899018232818,invalid code
13,000995,2016-09-13,-1.5007017543859649,invalid code
14,000995,2016-09-14,-1.5296242774566473,invalid code
0,000996,2016-08-31,-1.4895359417652412,invalid code
1,000996,2016-09-01,-1.4856502242152467,invalid code
2,000996,2016-09-02,-1.5324074074074074,invalid code
3,000996,2016-09-03,-1.5324074074074074,invalid code
4,000996,2016-09-04,-1.5324074074074074,invalid code
5,000996,2016-09-05,-1.4809264305177112,invalid code
6,000996,2016-09-06,-1.4959294436906376,invalid code
7,000996,2016-09-07,-1.505,invalid code
8,000996,2016-09-08,-1.5045662100456623,invalid code
9,000996,2016-09-09,-1.4733333333333332,invalid code
10,000996,2016-09-10,-1.4733333333333332,invalid code
11,000996,2016-09-11,-1.4733333333333332,invalid code
12,000996,2016-09-12,-1.5112359550561798,invalid code
13,000996,2016-09-13,-1.4557560137457044,invalid code
14,000996,2016-09-14,-1.4885350318471338,invalid code
0,000997,2016-08-31,-1.5,invalid code
1,000997,2016-09-01,-1.5091370558375634,invalid code
2,000997,2016-09-02,-1.507157464212679,invalid code
3,000997,2016-09-03,-1.507157464212679,invalid code
4,000997,2016-09-04,-1.507157464212679,invalid code
5,000997,2016-09-05,-1.5118986032074495,invalid code
6,000997,2016-09-06,-1.5078206465067778,invalid code
7,000997,2016-09-07,-1.485105290190036,invalid code
8,000997,2016-09-08,-1.511954261954262,invalid code
9,000997,2016-09-09,-1.4902213072568193,invalid code
10,000997,2016-09-10,-1.4902213072568193,invalid code
11,000997,2016-09-11,-1.4902213072568193,invalid code
12,000997,2016-09-12,-1.52532981530343,invalid code
13,000997,2016-09-13,-1.5160857908847185,invalid code
14,000997,2016-09-14,-1.5053908355795147,invalid code
0,000998,2016-08-31,-1.4921752738654146,invalid code
1,000998,2016-09-01,-1.5078864353312305,invalid code
2,000998,2016-09-02,-1.4947698744769873,invalid code
3,000998,2016-09-03,-1.4947698744769873,invalid code
4,000998,2016-09-04,-1.4947698744769873,invalid code
5,000998,2016-09-05,-1.5020964360587004,invalid code
6,000998,2016-09-06,-1.5052687038988408,invalid code
7,000998,2016-09-07,-1.4931972789115646,invalid code
8,000998,2016-09-08,-1.5079113924050631,invalid code
9,000998,2016-09-09,-1.5042372881355932,invalid code
10,000998,2016-09-10,-1.5042372881355932,invalid code
11,000998,2016-09-11,-1.5042372881355932,invalid code
12,000998,2016-09-12,-1.5216450216450215,invalid code
13,000998,2016-09-13,-1.5181818181818183,invalid code
14,000998,2016-09-14,-1.508893829905503,invalid code
0,000999,2016-08-31,-1.5019387359441645,invalid code
1,000999,2016-09-01,-1.5003878975950349,invalid code
2,000999,2016-09-02,-1.496906419180201,invalid code
3,000999,2016-09-03,-1.496906419180201,invalid code
4,000999,2016-09-04,-1.496906419180201,invalid code
5,000999,2016-09-05,-1.4927063339731286,invalid code
6,000999,2016-09-06,-1.4867424242424243,invalid code
7,000999,2016-09-07,-1.501897533206831,invalid code
8,000999,2016-09-08,-1.4906015037593985,invalid code
9,000999,2016-09-09,-1.4958816922500937,invalid code
10,000999,2016-09-10,-1.4958816922500937,invalid code
11,000999,2016-09-11,-1.4958816922500937,invalid code
12,000999,2016-09-12,-1.520244461420932,invalid code
13,000999,2016-09-13,-1.510810810810811,invalid code
14,000999,2016-09-14,-1.500772797527048,invalid code
0,001696,2016-08-31,-1.5101010101010102,invalid code
1,001696,2016-09-01,-1.4949748743718594,invalid code
2,001696,2016-09-02,-1.5091277890466532,invalid code
3,001696,2016-09-03,-1.5091277890466532,invalid code
4,001696,2016-09-04,-1.5091277890466532,invalid code
5,001696,2016-09-05,-1.5123203285420943,invalid code
6,001696,2016-09-06,-1.4948927477017366,invalid code
7,001696,2016-09-07,-1.4868951612903225,invalid code
8,001696,2016-09-08,-1.498992950654582,invalid code
9,001696,2016-09-09,-1.5,invalid code
10,001696,2016-09-10,-1.5,invalid code
11,001696,2016-09-11,-1.5,invalid code
12,001696,2016-09-12,-1.5279503105590062,invalid code
13,001696,2016-09-13,-1.5083507306889352,invalid code
14,001696,2016-09-14,-1.5,invalid code
0,001979,2016-08-31,-1.5,invalid code
1,001979,2016-09-01,-1.4920876445526476,invalid code
2,001979,2016-09-02,-1.5333333333333332,invalid code
3,001979,2016-09-03,-1.5333333333333332,invalid code
4,001979,2016-09-04,-1.5333333333333332,invalid code
5,001979,2016-09-05,-1.5063291139240507,invalid code
6,001979,2016-09-06,-1.5019023462270134,invalid code
7,001979,2016-09-07,-1.4887147335423199,invalid code
8,001979,2016-09-08,-1.5088551549652118,invalid code
9,001979,2016-09-09,-1.4937146448774357,invalid code
10,001979,2016-09-10,-1.4937146448774357,invalid code
11,001979,2016-09-11,-1.4937146448774357,invalid code
12,001979,2016-09-12,-1.5297734627831716,invalid code
13,001979,2016-09-13,-1.499353169469599,invalid code
14,001979,2016-09-14,-1.5078226857887875,invalid code
0,002001,2016-08-31,-1.507843137254902,invalid code
1,002001,2016-09-01,-1.4862483884830253,invalid code
2,002001,2016-09-02,-1.5246587406428886,invalid code
3,002001,2016-09-03,-1.5246587406428886,invalid code
4,002001,2016-09-04,-1.5246587406428886,invalid code
5,002001,2016-09-05,-1.5225123818099955,invalid code
6,002001,2016-09-06,-1.5027088036117382,invalid code
7,002001,2016-09-07,-1.4870766488413547,invalid code
8,002001,2016-09-08,-1.4911660777385158,invalid code
9,002001,2016-09-09,-1.498236331569665,invalid code
10,002001,2016-09-10,-1.498236331569665,invalid code
11,002001,2016-09-11,-1.498236331569665,invalid code
12,002001,2016-09-12,-1.5057649667405764,invalid code
13,002001,2016-09-13,-1.4995567375886525,invalid code
14,002001,2016-09-14,-1.4766233766233765,invalid code
0,002002,2016-08-31,-1.497093023255814,invalid code
1,002002,2016-09-01,-1.5043795620437956,invalid code
2,002002,2016-09-02,-1.5133136094674555,invalid code
3,002002,2016-09-03,-1.5133136094674555,invalid code
4,002002,2016-09-04,-1.5133136094674555,invalid code
5,002002,2016-09-05,-1.4897510980966324,invalid code
6,002002,2016-09-06,-1.5058910162002945,invalid code
7,002002,2016-09-07,-1.494143484626647,invalid code
8,002002,2016-09-08,-1.489855072463768,invalid code
9,002002,2016-09-09,-1.502906976744186,invalid code
10,002002,2016-09-10,-1.502906976744186,invalid code
11,002002,2016-09-11,-1.502906976744186,invalid code
12,002002,2016-09-12,-1.516248153618907,invalid code
13,002002,2016-09-13,-1.5029629629629628,invalid code
14,002002,2016-09-14,-1.5150375939849623,invalid code
0,002003,2016-08-31,-1.5019762845849802,invalid code
1,002003,2016-09-01,-1.509308510638298,invalid code
2,002003,2016-09-02,-1.5127946127946128,invalid code
3,002003,2016-09-03,-1.5127946127946128,invalid code
4,002003,2016-09-04,-1.5127946127946128,invalid code
5,002003,2016-09-05,-1.490660440293529,invalid code
6,002003,2016-09-06,-1.488134475939354,invalid code
7,002003,2016-09-07,-1.489562948467058,invalid code
8,002003,2016-09-08,-1.4935191186001295,invalid code
9,002003,2016-09-09,-1.494842037395229,invalid code
10,002003,2016-09-10,-1.494842037395229,invalid code
11,002003,2016-09-11,-1.494842037395229,invalid code
12,002003,2016-09-12,-1.534,invalid code
13,002003,2016-09-13,-1.5026737967914439,invalid code
14,002003,2016-09-14,-1.5,invalid code
0,002004,2016-08-31,-1.5,invalid code
1,002004,2016-09-01,-1.5041666666666669,invalid code
2,002004,2016-09-02,-1.5094637223974763,invalid code
3,002004,2016-09-03,-1.5094637223974763,invalid code
4,002004,2016-09-04,-1.5094637223974763,invalid code
5,002004,2016-09-05,-1.507415254237288,invalid code
6,002004,2016-09-06,-1.496832101372756,invalid code
7,002004,2016-09-07,-1.4833852544132917,invalid code
8,002004,2016-09-08,-1.4938080495356039,invalid code
9,002004,2016-09-09,-1.4979402677651903,invalid code
10,002004,2016-09-10,-1.4979402677651903,invalid code
11,002004,2016-09-11,-1.4979402677651903,invalid code
12,002004,2016-09-12,-1.5318809776833158,invalid code
13,002004,2016-09-13,-1.509656652360515,invalid code
14,002004,2016-09-14,-1.5,invalid code
0,002005,2016-08-31,-1.4965694682675814,invalid code
1,002005,2016-09-01,-1.5034423407917386,invalid code
2,002005,2016-09-02,-1.4982817869415805,invalid code
3,002005,2016-09-03,-1.4982817869415805,invalid code
4,002005,2016-09-04,-1.4982817869415805,invalid code
5,002005,2016-09-05,-1.5121739130434784,invalid code
6,002005,2016-09-06,-1.479557069846678,invalid code
7,002005,2016-09-07,-1.3696296296296295,invalid code
8,002005,2016-09-08,-1.5014836795252224,invalid code
9,002005,2016-09-09,-1.5135338345864662,invalid code
10,002005,2016-09-10,-1.5135338345864662,invalid code
11,002005,2016-09-11,-1.5135338345864662,invalid code
12,002005,2016-09-12,-1.5310077519379846,invalid code
13,002005,2016-09-13,-1.5078125,invalid code
14,002005,2016-09-14,-1.5094637223974765,invalid code
0,002006,2016-08-31,-1.4961919268849961,invalid code
1,002006,2016-09-01,-1.4626099706744868,invalid code
2,002006,2016-09-02,-1.5224887556221889,invalid code
3,002006,2016-09-03,-1.5224887556221889,invalid code
4,002006,2016-09-04,-1.5224887556221889,invalid code
5,002006,2016-09-05,-1.5183206106870228,invalid code
6,002006,2016-09-06,-1.5396825396825398,invalid code
7,002006,2016-09-07,-1.4581749049429658,invalid code
8,002006,2016-09-08,-1.5099846390168972,invalid code
9,002006,2016-09-09,-1.5054054054054054,invalid code
10,002006,2016-09-10,-1.5054054054054054,invalid code
11,002006,2016-09-11,-1.5054054054054054,invalid code
12,002006,2016-09-12,-1.5343450479233227,invalid code
13,002006,2016-09-13,-1.5,invalid code
14,002006,2016-09-14,-1.4968152866242037,invalid code
0,002007,2016-08-31,-1.4928897917724733,invalid code
1,002007,2016-09-01,-1.499492385786802,invalid code
2,002007,2016-09-02,-1.5069000766675185,invalid code
3,002007,2016-09-03,-1.5069000766675185,invalid code
4,002007,2016-09-04,-1.5069000766675185,invalid code
5,002007,2016-09-05,-1.5393094289508633,invalid code
6,002007,2016-09-06,-1.5010635469290081,invalid code
7,002007,2016-09-07,-1.4976127320954906,invalid code
8,002007,2016-09-08,-1.5080213903743316,invalid code
9,002007,2016-09-09,-1.501338688085676,invalid code
10,002007,2016-09-10,-1.501338688085676,invalid code
11,002007,2016-09-11,-1.501338688085676,invalid code
12,002007,2016-09-12,-1.5224473035860937,invalid code
13,002007,2016-09-13,-1.5147222222222223,invalid code
14,002007,2016-09-14,-1.5027855153203342,invalid code
0,002008,2016-08-31,-1.4929701230228472,invalid code
1,002008,2016-09-01,-1.5053003533568905,invalid code
2,002008,2016-09-02,-1.5089126559714794,invalid code
3,002008,2016-09-03,-1.5089126559714794,invalid code
4,002008,2016-09-04,-1.5089126559714794,invalid code
5,002008,2016-09-05,-1.510810810810811,invalid code
6,002008,2016-09-06,-1.4932885906040267,invalid code
7,002008,2016-09-07,-1.4717391304347827,invalid code
8,002008,2016-09-08,-1.5043668122270744,invalid code
9,002008,2016-09-09,-1.5043859649122806,invalid code
10,002008,2016-09-10,-1.5043859649122806,invalid code
11,002008,2016-09-11,-1.5043859649122806,invalid code
12,002008,2016-09-12,-1.532608695652174,invalid code
13,002008,2016-09-13,-1.5128440366972475,invalid code
14,002008,2016-09-14,-1.4995414947271895,invalid code
0,002009,2016-08-31,-1.504566210045662,invalid code
1,002009,2016-09-01,-1.4795527156549522,invalid code
2,002009,2016-09-02,-1.5122897800776196,invalid code
3,002009,2016-09-03,-1.5122897800776196,invalid code
4,002009,2016-09-04,-1.5122897800776196,invalid code
5,002009,2016-09-05,-1.5091383812010444,invalid code
6,002009,2016-09-06,-1.5045901639344264,invalid code
7,002009,2016-09-07,-1.4838709677419355,invalid code
8,002009,2016-09-08,-1.4816339455351488,invalid code
9,002009,2016-09-09,-1.4962145110410094,invalid code
10,002009,2016-09-10,-1.4962145110410094,invalid code
11,002009,2016-09-11,-1.4962145110410094,invalid code
12,002009,2016-09-12,-1.5258899676375406,invalid code
13,002009,2016-09-13,-1.5032467532467533,invalid code
14,002009,2016-09-14,-1.5078534031413613,invalid code
0,002010,2016-08-31,-1.501111728738188,invalid code
1,002010,2016-09-01,-1.4944720840243229,invalid code
2,002010,2016-09-02,-1.5162921348314606,invalid code
3,002010,2016-09-03,-1.5162921348314606,invalid code
4,002010,2016-09-04,-1.5162921348314606,invalid code
5,002010,2016-09-05,-1.4949692565679151,invalid code
6,002010,2016-09-06,-1.4916851441241685,invalid code
7,002010,2016-09-07,-1.5022222222222221,invalid code
8,002010,2016-09-08,-1.5,invalid code
9,002010,2016-09-09,-1.4917355371900827,invalid code
10,002010,2016-09-10,-1.4917355371900827,invalid code
11,002010,2016-09-11,-1.4917355371900827,invalid code
12,002010,2016-09-12,-1.5208098987626546,invalid code
13,002010,2016-09-13,-1.496078431372549,invalid code
14,002010,2016-09-14,-1.49609375,invalid code
0,002011,2016-08-31,-1.5152740341419586,invalid code
1,002011,2016-09-01,-1.505420054200542,invalid code
2,002011,2016-09-02,-1.5063636363636363,invalid code
3,002011,2016-09-03,-1.5063636363636363,invalid code
4,002011,2016-09-04,-1.5063636363636363,invalid code
5,002011,2016-09-05,-1.4981851179673322,invalid code
6,002011,2016-09-06,-1.5110091743119265,invalid code
7,002011,2016-09-07,-1.4732142857142858,invalid code
8,002011,2016-09-08,-1.5053859964093357,invalid code
9,002011,2016-09-09,-1.5045085662759243,invalid code
10,002011,2016-09-10,-1.5045085662759243,invalid code
11,002011,2016-09-11,-1.5045085662759243,invalid code
12,002011,2016-09-12,-1.5249537892791127,invalid code
13,002011,2016-09-13,-1.515962441314554,invalid code
14,002011,2016-09-14,-1.5066162570888468,invalid code
0,002012,2016-08-31,-1.5040774719673802,invalid code
1,002012,2016-09-01,-1.487915407854985,invalid code
2,002012,2016-09-02,-1.5174180327868851,invalid code
3,002012,2016-09-03,-1.5174180327868851,invalid code
4,002012,2016-09-04,-1.5174180327868851,invalid code
5,002012,2016-09-05,-1.4898580121703855,invalid code
6,002012,2016-09-06,-1.5196483971044468,invalid code
7,002012,2016-09-07,-1.4969072164948454,invalid code
8,002012,2016-09-08,-1.5178384050367262,invalid code
9,002012,2016-09-09,-1.5073995771670188,invalid code
10,002012,2016-09-10,-1.5073995771670188,invalid code
11,002012,2016-09-11,-1.5073995771670188,invalid code
12,002012,2016-09-12,-1.5249187432286024,invalid code
13,002012,2016-09-13,-1.484008528784648,invalid code
14,002012,2016-09-14,-1.4873684210526317,invalid code
0,002013,2016-08-31,-1.473053892215569,invalid code
1,002013,2016-09-01,-1.521406727828746,invalid code
2,002013,2016-09-02,-1.493920972644377,invalid code
3,002013,2016-09-03,-1.493920972644377,invalid code
4,002013,2016-09-04,-1.493920972644377,invalid code
5,002013,2016-09-05,-1.5123076923076924,invalid code
6,002013,2016-09-06,-1.506815365551425,invalid code
7,002013,2016-09-07,-1.4938423645320198,invalid code
8,002013,2016-09-08,-1.4938800489596082,invalid code
9,002013,2016-09-09,-1.508641975308642,invalid code
10,002013,2016-09-10,-1.508641975308642,invalid code
11,002013,2016-09-11,-1.508641975308642,invalid code
12,002013,2016-09-12,-1.5131332082551594,invalid code
13,002013,2016-09-13,-1.4523525908278738,invalid code
14,002013,2016-09-14,-1.4876470588235293,invalid code
0,002014,2016-08-31,-1.5196191575302944,invalid code
1,002014,2016-09-01,-1.5158264947245017,invalid code
2,002014,2016-09-02,-1.5011737089201878,invalid code
3,002014,2016-09-03,-1.5011737089201878,invalid code
4,002014,2016-09-04,-1.5011737089201878,invalid code
5,002014,2016-09-05,-1.5173134328358209,invalid code
6,002014,2016-09-06,-1.4988073941562314,invalid code
7,002014,2016-09-07,-1.4807017543859649,invalid code
8,002014,2016-09-08,-1.5058823529411764,invalid code
9,002014,2016-09-09,-1.497067448680352,invalid code
10,002014,2016-09-10,-1.497067448680352,invalid code
11,002014,2016-09-11,-1.497067448680352,invalid code
12,002014,2016-09-12,-1.5333333333333334,invalid code
13,002014,2016-09-13,-1.521671826625387,invalid code
14,002014,2016-09-14,-1.5037290242386574,invalid code
0,002015,2016-08-31,-1.504362050163577,invalid code
1,002015,2016-09-01,-1.5032822757111597,invalid code
2,002015,2016-09-02,-1.514428412874584,invalid code
3,002015,2016-09-03,-1.514428412874584,invalid code
4,002015,2016-09-04,-1.514428412874584,invalid code
5,002015,2016-09-05,-1.4901098901098901,invalid code
6,002015,2016-09-06,-1.4967141292442496,invalid code
7,002015,2016-09-07,-1.4827771797631863,invalid code
8,002015,2016-09-08,-1.5054112554112553,invalid code
9,002015,2016-09-09,-1.493548387096774,invalid code
10,002015,2016-09-10,-1.493548387096774,invalid code
11,002015,2016-09-11,-1.493548387096774,invalid code
12,002015,2016-09-12,-1.514176663031625,invalid code
13,002015,2016-09-13,-1.5155038759689923,invalid code
