date,SMB 
2016-08-31,0.0004435777587435772
2016-09-01,0.0003162370744474504
2016-09-02,0.0024476741915648455
2016-09-05,0.0034847045116407935
2016-09-06,0.0007273173016489557
2016-09-07,0.0041515795752578135
2016-09-08,0.004266713869379476
2016-09-09,0.0016066959004865343
2016-09-12,-0.0019111942313180252
2016-09-13,0.006273019148636378
2016-09-14,0.0021445253159932884
