,index_x,Unnamed: 0,Unnamed: 0.1,code,date,emo,HIM,SMB ,turnover,index_y,id,sp,wp
37,641,641,0,000062,2016-09-01,5.020584603481625,0.0011239444623263508,0.0003162370744474504,0.39,0,0,-1.501980198019802,-1.497285440049518
38,655,655,0,000063,2016-09-01,5.0183050532542985,0.0011239444623263508,0.0003162370744474504,0.81,0,0,-1.5,-1.497285440049518
39,678,678,0,000066,2016-09-01,4.989576670317634,0.0011239444623263508,0.0003162370744474504,0.69,0,0,-1.4975062344139651,-1.497285440049518
40,693,693,0,000068,2016-09-01,4.995709316770187,0.0011239444623263508,0.0003162370744474504,1.43,0,0,-1.502018163471241,-1.497285440049518
41,708,708,0,000069,2016-09-01,4.989114219114219,0.0011239444623263508,0.0003162370744474504,0.47,0,0,-1.5013986013986014,-1.497285440049518
42,721,721,0,000070,2016-09-01,5.008201421068892,0.0011239444623263508,0.0003162370744474504,0.5,0,0,-1.5099464422341238,-1.497285440049518
43,736,736,0,000078,2016-09-01,4.926805779153768,0.0011239444623263508,0.0003162370744474504,1.02,0,0,-1.5070422535211268,-1.497285440049518
44,750,750,0,000088,2016-09-01,4.995506578947369,0.0011239444623263508,0.0003162370744474504,0.29,0,0,-1.5056022408963585,-1.497285440049518
45,764,764,0,000089,2016-09-01,4.945554347826088,0.0011239444623263508,0.0003162370744474504,0.39,0,0,-1.5055617352614015,-1.497285440049518
46,778,778,0,000090,2016-09-01,4.895593220338983,0.0011239444623263508,0.0003162370744474504,0.85,0,0,-1.493801652892562,-1.497285440049518
47,791,791,0,000096,2016-09-01,4.978947654041832,0.0011239444623263508,0.0003162370744474504,3.71,0,0,-1.5079537237888647,-1.497285440049518
48,805,805,0,000099,2016-09-01,5.013622924620436,0.0011239444623263508,0.0003162370744474504,1.56,0,0,-1.4850187265917603,-1.497285440049518
49,833,833,0,000150,2016-09-01,4.984128526645768,0.0011239444623263508,0.0003162370744474504,3.58,0,0,-1.5140888208269525,-1.497285440049518
50,844,844,0,000151,2016-09-01,5.005543608521972,0.0011239444623263508,0.0003162370744474504,1.17,0,0,-1.4972870320130223,-1.497285440049518
51,856,856,0,000153,2016-09-01,5.009305783664459,0.0011239444623263508,0.0003162370744474504,4.07,0,0,-1.4957519116397622,-1.497285440049518
52,886,886,0,000156,2016-09-01,5.023296159651183,0.0011239444623263508,0.0003162370744474504,0.74,0,0,-1.5010240655401945,-1.497285440049518
53,900,900,0,000157,2016-09-01,4.976250114314789,0.0011239444623263508,0.0003162370744474504,0.3,0,0,-1.507125890736342,-1.497285440049518
54,921,921,0,000159,2016-09-01,5.027837320574164,0.0011239444623263508,0.0003162370744474504,1.95,0,0,-1.4986168741355463,-1.497285440049518
55,933,933,0,000166,2016-09-01,5.01502028718704,0.0011239444623263508,0.0003162370744474504,0.42,0,0,-1.4969183359013867,-1.497285440049518
56,947,947,0,000301,2016-09-01,5.0134003095975235,0.0011239444623263508,0.0003162370744474504,1.0,0,0,-1.497854077253219,-1.497285440049518
57,961,961,0,000333,2016-09-01,4.999646986389767,0.0011239444623263508,0.0003162370744474504,0.75,0,0,-1.4897548481522138,-1.497285440049518
58,976,976,0,000338,2016-09-01,4.990416437572613,0.0011239444623263508,0.0003162370744474504,0.8,0,0,-1.501124859392576,-1.497285440049518
59,991,991,0,000400,2016-09-01,4.970944610281924,0.0011239444623263508,0.0003162370744474504,0.94,0,0,-1.501310615989515,-1.497285440049518
60,1006,1006,0,000401,2016-09-01,4.915821641579097,0.0011239444623263508,0.0003162370744474504,0.37,0,0,-1.501980198019802,-1.497285440049518
61,1017,1017,0,000402,2016-09-01,4.944180391758977,0.0011239444623263508,0.0003162370744474504,2.53,0,0,-1.4624183006535947,-1.497285440049518
62,1032,1032,0,000403,2016-09-01,4.948222222222221,0.0011239444623263508,0.0003162370744474504,2.57,0,0,-1.5070880094506793,-1.497285440049518
63,1069,1069,0,000408,2016-09-01,4.666923076923077,0.0011239444623263508,0.0003162370744474504,0.81,0,0,-1.5229885057471264,-1.497285440049518
64,1094,1094,0,000410,2016-09-01,4.970422718367806,0.0011239444623263508,0.0003162370744474504,1.75,0,0,-1.4968253968253968,-1.497285440049518
65,1109,1109,0,000411,2016-09-01,4.983941176470586,0.0011239444623263508,0.0003162370744474504,1.16,0,0,-1.4837398373983741,-1.497285440049518
66,1122,1122,0,000413,2016-09-01,5.011240976486613,0.0011239444623263508,0.0003162370744474504,15.38,0,0,-1.4583622484385843,-1.497285440049518
67,1137,1137,0,000415,2016-09-01,4.978457129223359,0.0011239444623263508,0.0003162370744474504,0.81,0,0,-1.5177353342428377,-1.497285440049518
68,1156,1156,0,000417,2016-09-01,4.995646362515413,0.0011239444623263508,0.0003162370744474504,1.19,0,0,-1.4931034482758623,-1.497285440049518
69,1170,1170,0,000418,2016-09-01,4.997702824858759,0.0011239444623263508,0.0003162370744474504,0.62,0,0,-1.5230466554243958,-1.497285440049518
70,1181,1181,0,000419,2016-09-01,4.899138286407113,0.0011239444623263508,0.0003162370744474504,2.47,0,0,-1.508578431372549,-1.497285440049518
71,1194,1194,0,000420,2016-09-01,5.014269389422095,0.0011239444623263508,0.0003162370744474504,12.83,0,0,-1.53875,-1.497285440049518
72,1209,1209,0,000421,2016-09-01,4.999193450576106,0.0011239444623263508,0.0003162370744474504,1.18,0,0,-1.511988011988012,-1.497285440049518
73,1223,1223,0,000422,2016-09-01,4.988259798232301,0.0011239444623263508,0.0003162370744474504,1.53,0,0,-1.4954614220877458,-1.497285440049518
74,1250,1250,0,000425,2016-09-01,4.9887812500000015,0.0011239444623263508,0.0003162370744474504,0.59,0,0,-1.4969135802469136,-1.497285440049518
75,1264,1264,0,000426,2016-09-01,5.02411598440546,0.0011239444623263508,0.0003162370744474504,3.04,0,0,-1.485901309164149,-1.497285440049518
76,1278,1278,0,000428,2016-09-01,4.9111096539162125,0.0011239444623263508,0.0003162370744474504,1.64,0,0,-1.495774647887324,-1.497285440049518
77,1292,1292,0,000429,2016-09-01,5.006181818181818,0.0011239444623263508,0.0003162370744474504,1.79,0,0,-1.5073421439060206,-1.497285440049518
78,1305,1305,0,000430,2016-09-01,4.9908354208217,0.0011239444623263508,0.0003162370744474504,1.9,0,0,-1.4983579638752054,-1.497285440049518
79,1319,1319,0,000488,2016-09-01,4.974586988999049,0.0011239444623263508,0.0003162370744474504,1.25,0,0,-1.5,-1.497285440049518
80,1333,1333,0,000498,2016-09-01,5.063577230572434,0.0011239444623263508,0.0003162370744474504,3.15,0,0,-1.5112201963534362,-1.497285440049518
81,1347,1347,0,000501,2016-09-01,5.114350877192984,0.0011239444623263508,0.0003162370744474504,0.96,0,0,-1.4648854961832063,-1.497285440049518
82,1360,1360,0,000502,2016-09-01,5.076050212164074,0.0011239444623263508,0.0003162370744474504,4.16,0,0,-1.5009615384615385,-1.497285440049518
83,1373,1373,0,000503,2016-09-01,5.004705173635719,0.0011239444623263508,0.0003162370744474504,0.7,0,0,-1.4981873111782478,-1.497285440049518
84,1417,1417,0,000506,2016-09-01,4.9370915872358045,0.0011239444623263508,0.0003162370744474504,0.68,0,0,-1.5038961038961038,-1.497285440049518
85,1431,1431,0,000507,2016-09-01,4.976328767123287,0.0011239444623263508,0.0003162370744474504,0.92,0,0,-1.501675041876047,-1.497285440049518
86,1446,1446,0,000509,2016-09-01,4.956834880636603,0.0011239444623263508,0.0003162370744474504,2.04,0,0,-1.5123076923076924,-1.497285440049518
87,1459,1459,0,000510,2016-09-01,4.97947367096496,0.0011239444623263508,0.0003162370744474504,4.02,0,0,-1.4972862957937585,-1.497285440049518
88,1492,1492,0,000513,2016-09-01,5.063243243243243,0.0011239444623263508,0.0003162370744474504,1.28,0,0,-1.5011463507833396,-1.497285440049518
89,1499,1499,0,000514,2016-09-01,4.981388588334744,0.0011239444623263508,0.0003162370744474504,4.46,0,0,-1.4803921568627452,-1.497285440049518
90,1514,1514,0,000516,2016-09-01,5.008595488721803,0.0011239444623263508,0.0003162370744474504,1.17,0,0,-1.5,-1.497285440049518
91,1525,1525,0,000517,2016-09-01,4.9845843541800985,0.0011239444623263508,0.0003162370744474504,0.44,0,0,-1.4912472647702406,-1.497285440049518
92,1538,1538,0,000518,2016-09-01,4.796842105263158,0.0011239444623263508,0.0003162370744474504,0.73,0,0,-1.492537313432836,-1.497285440049518
93,1553,1553,0,000519,2016-09-01,4.965124791897425,0.0011239444623263508,0.0003162370744474504,3.41,0,0,-1.5176991150442478,-1.497285440049518
94,1568,1568,0,000520,2016-09-01,4.978343414634148,0.0011239444623263508,0.0003162370744474504,1.85,0,0,-1.4987113402061856,-1.497285440049518
95,1583,1583,0,000521,2016-09-01,5.03405533596838,0.0011239444623263508,0.0003162370744474504,1.17,0,0,-1.503053435114504,-1.497285440049518
96,1590,1590,0,000523,2016-09-01,5.029411764705882,0.0011239444623263508,0.0003162370744474504,0.93,0,0,-1.509590235396687,-1.497285440049518
97,1617,1617,0,000525,2016-09-01,5.022801651970086,0.0011239444623263508,0.0003162370744474504,0.69,0,0,-1.508222643896268,-1.497285440049518
98,1627,1627,0,000526,2016-09-01,5.015298245614035,0.0011239444623263508,0.0003162370744474504,1.25,0,0,-1.5146396396396395,-1.497285440049518
99,1641,1641,0,000528,2016-09-01,5.0059324324324335,0.0011239444623263508,0.0003162370744474504,0.6,0,0,-1.5,-1.497285440049518
100,1654,1654,0,000529,2016-09-01,4.952521072796935,0.0011239444623263508,0.0003162370744474504,0.91,0,0,-1.5149572649572651,-1.497285440049518
101,1666,1666,0,000530,2016-09-01,4.963743489387326,0.0011239444623263508,0.0003162370744474504,1.24,0,0,-1.5167441860465116,-1.497285440049518
102,1688,1688,0,000532,2016-09-01,5.0298751430387805,0.0011239444623263508,0.0003162370744474504,2.43,0,0,-1.5,-1.497285440049518
103,1726,1726,0,000536,2016-09-01,5.01050626566416,0.0011239444623263508,0.0003162370744474504,1.19,0,0,-1.493279569892473,-1.497285440049518
104,1741,1741,0,000537,2016-09-01,5.014918882383932,0.0011239444623263508,0.0003162370744474504,2.18,0,0,-1.4823788546255507,-1.497285440049518
105,1767,1767,0,000539,2016-09-01,5.016850283508265,0.0011239444623263508,0.0003162370744474504,0.21,0,0,-1.5019083969465647,-1.497285440049518
106,1779,1779,0,000540,2016-09-01,4.986699446305937,0.0011239444623263508,0.0003162370744474504,0.81,0,0,-1.4856938483547926,-1.497285440049518
107,1794,1794,0,000541,2016-09-01,4.997923995284535,0.0011239444623263508,0.0003162370744474504,0.75,0,0,-1.4908256880733946,-1.497285440049518
108,1806,1806,0,000543,2016-09-01,4.989790206023021,0.0011239444623263508,0.0003162370744474504,1.79,0,0,-1.5138364779874214,-1.497285440049518
109,1821,1821,0,000544,2016-09-01,4.972086009538951,0.0011239444623263508,0.0003162370744474504,1.82,0,0,-1.4914138523182598,-1.497285440049518
110,1834,1834,0,000545,2016-09-01,5.016072087666844,0.0011239444623263508,0.0003162370744474504,1.31,0,0,-1.50625,-1.497285440049518
111,1849,1849,0,000546,2016-09-01,4.934021538254007,0.0011239444623263508,0.0003162370744474504,1.7,0,0,-1.5027075812274369,-1.497285440049518
112,1877,1877,0,000548,2016-09-01,4.905972850678734,0.0011239444623263508,0.0003162370744474504,1.51,0,0,-1.5012437810945276,-1.497285440049518
113,1890,1890,0,000550,2016-09-01,5.013358010410641,0.0011239444623263508,0.0003162370744474504,0.64,0,0,-1.4612903225806453,-1.497285440049518
114,1903,1903,0,000551,2016-09-01,4.962843181818184,0.0011239444623263508,0.0003162370744474504,1.96,0,0,-1.501974333662389,-1.497285440049518
115,1915,1915,0,000552,2016-09-01,4.951137470725995,0.0011239444623263508,0.0003162370744474504,1.34,0,0,-1.5,-1.497285440049518
116,1943,1943,0,000554,2016-09-01,4.990362785538495,0.0011239444623263508,0.0003162370744474504,2.39,0,0,-1.5022497187851518,-1.497285440049518
117,1965,1965,0,000557,2016-09-01,4.938711715797428,0.0011239444623263508,0.0003162370744474504,1.03,0,0,-1.503960396039604,-1.497285440049518
118,1979,1979,0,000558,2016-09-01,4.9574322252670875,0.0011239444623263508,0.0003162370744474504,1.15,0,0,-1.5091503267973856,-1.497285440049518
119,1993,1993,0,000559,2016-09-01,4.982477150061699,0.0011239444623263508,0.0003162370744474504,0.83,0,0,-1.5039630118890355,-1.497285440049518
120,2017,2017,0,000561,2016-09-01,4.976467661691542,0.0011239444623263508,0.0003162370744474504,1.79,0,0,-1.4817170111287759,-1.497285440049518
121,2032,2032,0,000563,2016-09-01,5.009919711538462,0.0011239444623263508,0.0003162370744474504,1.55,0,0,-1.4921875,-1.497285440049518
122,2047,2047,0,000564,2016-09-01,5.0227691544755775,0.0011239444623263508,0.0003162370744474504,1.78,0,0,-1.4912451361867705,-1.497285440049518
123,2070,2070,0,000566,2016-09-01,5.006451086707846,0.0011239444623263508,0.0003162370744474504,1.68,0,0,-1.4957446808510637,-1.497285440049518
124,2084,2084,0,000567,2016-09-01,5.030926168224299,0.0011239444623263508,0.0003162370744474504,1.95,0,0,-1.530493868080875,-1.497285440049518
125,2096,2096,0,000568,2016-09-01,5.0295103087698525,0.0011239444623263508,0.0003162370744474504,0.5,0,0,-1.4803309397439899,-1.497285440049518
126,2120,2120,0,000570,2016-09-01,4.833414634146342,0.0011239444623263508,0.0003162370744474504,1.41,0,0,-1.5115606936416184,-1.497285440049518
127,2123,2123,0,000571,2016-09-01,4.991181401820397,0.0011239444623263508,0.0003162370744474504,5.27,0,0,-1.4799764428739695,-1.497285440049518
128,2138,2138,0,000572,2016-09-01,4.973834400341442,0.0011239444623263508,0.0003162370744474504,0.6,0,0,-1.4980842911877394,-1.497285440049518
129,2153,2153,0,000573,2016-09-01,4.939959093049857,0.0011239444623263508,0.0003162370744474504,6.65,0,0,-1.469387755102041,-1.497285440049518
130,2182,2182,0,000581,2016-09-01,5.0012761797330345,0.0011239444623263508,0.0003162370744474504,0.86,0,0,-1.4933110367892977,-1.497285440049518
131,2212,2212,0,000584,2016-09-01,4.978409638554216,0.0011239444623263508,0.0003162370744474504,1.69,0,0,-1.498259355961706,-1.497285440049518
132,2226,2226,0,000585,2016-09-01,5.005638095238097,0.0011239444623263508,0.0003162370744474504,2.86,0,0,-1.4910846953937593,-1.497285440049518
133,2238,2238,0,000586,2016-09-01,5.008800000000001,0.0011239444623263508,0.0003162370744474504,1.04,0,0,-1.5121765601217656,-1.497285440049518
134,2250,2250,0,000587,2016-09-01,4.985489081706435,0.0011239444623263508,0.0003162370744474504,0.87,0,0,-1.4962001266624447,-1.497285440049518
135,2272,2272,0,000589,2016-09-01,5.095714285714286,0.0011239444623263508,0.0003162370744474504,1.08,0,0,-1.4963898916967509,-1.497285440049518
136,2277,2277,0,000590,2016-09-01,4.954727272727274,0.0011239444623263508,0.0003162370744474504,0.84,0,0,-1.4858021769995267,-1.497285440049518
137,2294,2294,0,000592,2016-09-01,4.959288917491622,0.0011239444623263508,0.0003162370744474504,2.46,0,0,-1.5199063231850118,-1.497285440049518
138,2321,2321,0,000595,2016-09-01,4.942382009345795,0.0011239444623263508,0.0003162370744474504,6.44,0,0,-1.5032388663967613,-1.497285440049518
139,2336,2336,0,000596,2016-09-01,5.034940476190476,0.0011239444623263508,0.0003162370744474504,0.66,0,0,-1.4869505494505495,-1.497285440049518
140,2348,2348,0,000597,2016-09-01,4.915515384615385,0.0011239444623263508,0.0003162370744474504,1.12,0,0,-1.5051546391752577,-1.497285440049518
141,2362,2362,0,000598,2016-09-01,5.015693606859871,0.0011239444623263508,0.0003162370744474504,1.05,0,0,-1.5050590219224285,-1.497285440049518
142,2377,2377,0,000599,2016-09-01,4.971713874851064,0.0011239444623263508,0.0003162370744474504,4.92,0,0,-1.467005076142132,-1.497285440049518
143,2392,2392,0,000600,2016-09-01,4.949294117647058,0.0011239444623263508,0.0003162370744474504,0.43,0,0,-1.503191489361702,-1.497285440049518
144,2402,2402,0,000601,2016-09-01,4.998801611558767,0.0011239444623263508,0.0003162370744474504,1.49,0,0,-1.5,-1.497285440049518
145,2417,2417,0,000603,2016-09-01,5.050111111111111,0.0011239444623263508,0.0003162370744474504,2.14,0,0,-1.5075566750629723,-1.497285440049518
146,2429,2429,0,000605,2016-09-01,4.940595726853792,0.0011239444623263508,0.0003162370744474504,5.38,0,0,-1.5024449877750612,-1.497285440049518
147,2444,2444,0,000606,2016-09-01,5.019028191383759,0.0011239444623263508,0.0003162370744474504,1.56,0,0,-1.496871741397289,-1.497285440049518
148,2459,2459,0,000607,2016-09-01,4.981273056057868,0.0011239444623263508,0.0003162370744474504,1.99,0,0,-1.536036036036036,-1.497285440049518
149,2474,2474,0,000608,2016-09-01,5.020815384615384,0.0011239444623263508,0.0003162370744474504,1.57,0,0,-1.481981981981982,-1.497285440049518
150,2484,2484,0,000609,2016-09-01,4.772028985507246,0.0011239444623263508,0.0003162370744474504,3.03,0,0,-1.4846153846153847,-1.497285440049518
151,2496,2496,0,000610,2016-09-01,5.034724409448819,0.0011239444623263508,0.0003162370744474504,5.59,0,0,-1.4790007241129615,-1.497285440049518
152,2523,2523,0,000612,2016-09-01,5.121624125874126,0.0011239444623263508,0.0003162370744474504,0.69,0,0,-1.5124069478908189,-1.497285440049518
153,2537,2537,0,000613,2016-09-01,4.981837837837838,0.0011239444623263508,0.0003162370744474504,1.08,0,0,-1.5131964809384164,-1.497285440049518
154,2558,2558,0,000616,2016-09-01,5.015599695791787,0.0011239444623263508,0.0003162370744474504,1.21,0,0,-1.4982547993019195,-1.497285440049518
155,2584,2584,0,000619,2016-09-01,5.024161498187676,0.0011239444623263508,0.0003162370744474504,9.23,0,0,-1.5,-1.497285440049518
156,2599,2599,0,000620,2016-09-01,4.953864768835618,0.0011239444623263508,0.0003162370744474504,1.21,0,0,-1.505307855626327,-1.497285440049518
157,2619,2619,0,000623,2016-09-01,4.935500000000001,0.0011239444623263508,0.0003162370744474504,1.06,0,0,-1.4973584905660378,-1.497285440049518
158,2633,2633,0,000625,2016-09-01,5.013257309941522,0.0011239444623263508,0.0003162370744474504,0.85,0,0,-1.5031948881789137,-1.497285440049518
159,2648,2648,0,000626,2016-09-01,4.9771657506567,0.0011239444623263508,0.0003162370744474504,3.13,0,0,-1.512816505157862,-1.497285440049518
160,2662,2662,0,000627,2016-09-01,5.027817073170732,0.0011239444623263508,0.0003162370744474504,0.8,0,0,-1.5070422535211268,-1.497285440049518
161,2677,2677,0,000628,2016-09-01,4.984525525220745,0.0011239444623263508,0.0003162370744474504,6.44,0,0,-1.4753623188405798,-1.497285440049518
162,2711,2711,0,000631,2016-09-01,4.992551855047454,0.0011239444623263508,0.0003162370744474504,1.16,0,0,-1.4841827768014058,-1.497285440049518
163,2730,2730,0,000632,2016-09-01,4.9523809523809526,0.0011239444623263508,0.0003162370744474504,0.7,0,0,-1.4976275207591934,-1.497285440049518
164,2733,2733,0,000633,2016-09-01,4.970311810599945,0.0011239444623263508,0.0003162370744474504,1.31,0,0,-1.4921259842519685,-1.497285440049518
165,2748,2748,0,000635,2016-09-01,4.897904761904763,0.0011239444623263508,0.0003162370744474504,1.37,0,0,-1.5282404055032583,-1.497285440049518
166,2762,2762,0,000636,2016-09-01,4.972320319145815,0.0011239444623263508,0.0003162370744474504,1.61,0,0,-1.4956140350877194,-1.497285440049518
167,2777,2777,0,000637,2016-09-01,5.000704567860662,0.0011239444623263508,0.0003162370744474504,4.34,0,0,-1.497080291970803,-1.497285440049518
168,2791,2791,0,000638,2016-09-01,4.9502123946266385,0.0011239444623263508,0.0003162370744474504,6.9,0,0,-1.5227823557925353,-1.497285440049518
169,2814,2814,0,000650,2016-09-01,4.948023540413077,0.0011239444623263508,0.0003162370744474504,1.84,0,0,-1.512870012870013,-1.497285440049518
170,2835,2835,0,000652,2016-09-01,4.967407676450378,0.0011239444623263508,0.0003162370744474504,4.39,0,0,-1.4892280071813284,-1.497285440049518
171,2850,2850,0,000655,2016-09-01,5.02177362828512,0.0011239444623263508,0.0003162370744474504,12.09,0,0,-1.5085889570552147,-1.497285440049518
172,2875,2875,0,000657,2016-09-01,5.089413333333333,0.0011239444623263508,0.0003162370744474504,2.77,0,0,-1.4988385598141696,-1.497285440049518
173,2901,2901,0,000661,2016-09-01,5.018753199268738,0.0011239444623263508,0.0003162370744474504,0.75,0,0,-1.4940190214726934,-1.497285440049518
174,2916,2916,0,000662,2016-09-01,4.832129310344827,0.0011239444623263508,0.0003162370744474504,1.02,0,0,-1.5341880341880343,-1.497285440049518
175,2930,2930,0,000663,2016-09-01,4.951230769230769,0.0011239444623263508,0.0003162370744474504,1.56,0,0,-1.4961919268849961,-1.497285440049518
176,2944,2944,0,000665,2016-09-01,4.950032331996399,0.0011239444623263508,0.0003162370744474504,3.55,0,0,-1.5096153846153846,-1.497285440049518
177,2959,2959,0,000666,2016-09-01,5.142610465116278,0.0011239444623263508,0.0003162370744474504,1.73,0,0,-1.4917525773195877,-1.497285440049518
178,2970,2970,0,000667,2016-09-01,4.986262938457357,0.0011239444623263508,0.0003162370744474504,1.47,0,0,-1.512135922330097,-1.497285440049518
179,2993,2993,0,000668,2016-09-01,5.0077906976744195,0.0011239444623263508,0.0003162370744474504,0.85,0,0,-1.4991119005328597,-1.497285440049518
180,2996,2996,0,000669,2016-09-01,4.9076003126954335,0.0011239444623263508,0.0003162370744474504,1.16,0,0,-1.5269113149847093,-1.497285440049518
181,3010,3010,0,000670,2016-09-01,4.98754372739387,0.0011239444623263508,0.0003162370744474504,1.45,0,0,-1.5046565774155995,-1.497285440049518
182,3039,3039,0,000672,2016-09-01,4.9208839642626865,0.0011239444623263508,0.0003162370744474504,1.39,0,0,-1.5119760479041917,-1.497285440049518
183,3061,3061,0,000676,2016-09-01,4.970217727239595,0.0011239444623263508,0.0003162370744474504,1.09,0,0,-1.5028620492272466,-1.497285440049518
184,3075,3075,0,000677,2016-09-01,5.0033168103448284,0.0011239444623263508,0.0003162370744474504,1.02,0,0,-1.4844559585492227,-1.497285440049518
185,3089,3089,0,000678,2016-09-01,4.944972789115647,0.0011239444623263508,0.0003162370744474504,1.3,0,0,-1.4988344988344988,-1.497285440049518
186,3101,3101,0,000679,2016-09-01,5.002494964842231,0.0011239444623263508,0.0003162370744474504,1.39,0,0,-1.4959546925566345,-1.497285440049518
