,turnover,code
0,0.81,000002
1,0.91,000002
2,1.42,000002
3,0.91,000002
4,1.47,000002
5,0.82,000002
6,1.01,000002
7,1.06,000002
8,1.98,000002
9,2.64,000002
10,2.45,000002
0,0.96,000005
1,1.07,000005
2,1.55,000005
3,1.5,000005
4,2.22,000005
5,4.41,000005
6,1.33,000005
7,0.65,000005
8,1.02,000005
9,1.19,000005
10,1.55,000005
0,8.6,000006
1,14.14,000006
2,4.41,000006
3,0.83,000006
4,0.85,000006
5,0.98,000006
6,1.04,000006
7,1.02,000006
8,1.1,000006
9,1.83,000006
10,2.05,000006
0,2.08,000007
1,1.8,000007
2,3.75,000007
3,2.84,000007
4,2.58,000007
5,2.97,000007
6,5.18,000007
7,3.08,000007
8,3.88,000007
9,5.47,000007
10,5.29,000007
0,0.4,000008
1,0.43,000008
2,0.74,000008
3,1.7,000008
4,0.39,000008
5,0.49,000008
6,0.43,000008
7,0.29,000008
8,0.31,000008
9,0.47,000008
10,0.55,000008
0,3.49,000009
1,6.44,000009
2,3.98,000009
3,4.28,000009
4,2.55,000009
5,3.08,000009
6,3.31,000009
7,3.54,000009
8,2.36,000009
9,4.01,000009
10,3.81,000009
0,4.29,000010
1,5.17,000010
2,8.81,000010
3,6.96,000010
4,12.46,000010
5,21.19,000010
6,9.54,000010
7,4.27,000010
8,4.48,000010
9,6.4,000010
10,6.04,000010
0,5.85,000011
1,11.47,000011
2,11.3,000011
3,3.26,000011
4,2.62,000011
5,2.86,000011
6,3.99,000011
7,4.93,000011
8,3.5,000011
9,6.46,000011
10,6.58,000011
0,0.68,000012
1,0.8,000012
2,1.38,000012
3,1.13,000012
4,1.07,000012
5,1.78,000012
6,1.33,000012
7,1.19,000012
8,1.13,000012
9,1.37,000012
10,1.28,000012
0,2.02,000014
1,3.18,000014
2,5.11,000014
3,1.26,000014
4,1.08,000014
5,1.37,000014
6,1.16,000014
7,1.21,000014
8,2.27,000014
9,1.73,000014
10,1.81,000014
0,0.56,000016
1,0.74,000016
2,1.67,000016
3,0.82,000016
4,0.84,000016
5,1.0,000016
6,1.28,000016
7,0.79,000016
8,1.14,000016
9,0.99,000016
10,0.94,000016
0,1.35,000017
1,1.12,000017
2,2.13,000017
3,1.31,000017
4,1.59,000017
5,1.69,000017
6,1.47,000017
7,1.24,000017
8,1.43,000017
9,1.99,000017
10,1.38,000017
0,2.17,000018
1,2.45,000018
2,3.19,000018
3,4.64,000018
4,6.69,000018
5,12.22,000018
6,9.59,000018
7,2.09,000018
8,1.5,000018
9,1.88,000018
10,1.54,000018
0,4.91,000019
1,5.84,000019
2,8.99,000019
3,5.57,000019
4,8.4,000019
5,8.97,000019
6,10.3,000019
7,15.88,000019
8,7.71,000019
9,10.24,000019
10,12.89,000019
0,1.93,000020
1,1.97,000020
2,2.62,000020
3,2.92,000020
4,2.85,000020
5,5.02,000020
6,4.98,000020
7,7.81,000020
8,8.43,000020
9,6.76,000020
10,7.86,000020
0,0.83,000021
1,1.0,000021
2,2.17,000021
3,1.47,000021
4,1.67,000021
5,1.47,000021
6,2.66,000021
7,0.84,000021
8,0.93,000021
9,1.09,000021
10,1.04,000021
0,0.19,000022
1,0.3,000022
2,0.45,000022
3,0.25,000022
4,0.26,000022
5,0.6,000022
6,0.4,000022
7,0.23,000022
8,0.45,000022
9,0.57,000022
10,0.34,000022
0,3.43,000023
1,3.94,000023
2,3.22,000023
3,5.37,000023
4,2.28,000023
5,2.49,000023
6,3.16,000023
7,2.28,000023
8,1.98,000023
9,4.03,000023
10,2.16,000023
0,1.78,000025
1,2.76,000025
2,3.99,000025
3,2.83,000025
4,3.84,000025
5,5.47,000025
6,2.15,000025
7,1.88,000025
8,1.96,000025
9,2.08,000025
10,2.91,000025
0,9.46,000026
1,3.27,000026
2,3.61,000026
3,6.59,000026
4,4.37,000026
5,12.09,000026
6,7.7,000026
7,0.85,000026
8,0.85,000026
9,1.28,000026
10,2.22,000026
0,0.12,000027
1,0.18,000027
2,0.34,000027
3,0.26,000027
4,0.3,000027
5,0.4,000027
6,0.34,000027
7,0.24,000027
8,0.2,000027
9,0.34,000027
10,0.16,000027
0,0.31,000028
1,0.85,000028
2,0.86,000028
3,1.04,000028
4,1.63,000028
5,0.82,000028
0,2.47,000029
1,2.8,000029
2,0.76,000029
3,0.6,000029
4,0.72,000029
5,0.75,000029
6,0.74,000029
7,0.81,000029
8,1.53,000029
9,1.57,000029
0,1.29,000030
1,2.46,000030
2,1.98,000030
3,2.24,000030
4,2.93,000030
5,0.71,000030
6,0.84,000030
7,0.83,000030
8,1.04,000030
9,1.03,000030
10,1.52,000030
0,0.67,000031
1,0.67,000031
2,1.38,000031
3,0.88,000031
4,0.7,000031
5,0.96,000031
6,0.72,000031
7,0.69,000031
8,0.98,000031
9,1.41,000031
10,1.86,000031
0,0.83,000032
1,0.7,000032
2,1.16,000032
3,1.22,000032
4,1.3,000032
5,1.46,000032
6,1.33,000032
7,1.18,000032
8,1.11,000032
9,1.51,000032
10,0.63,000032
0,1.24,000034
1,1.01,000034
2,1.21,000034
3,0.99,000034
4,1.4,000034
5,1.48,000034
6,1.44,000034
7,1.68,000034
8,0.91,000034
9,0.98,000034
10,0.89,000034
0,1.37,000035
0,1.75,000036
1,1.96,000036
2,4.16,000036
3,3.79,000036
4,1.42,000036
5,2.97,000036
6,1.18,000036
7,1.04,000036
8,1.11,000036
9,1.74,000036
10,1.95,000036
0,1.96,000038
1,2.18,000038
2,3.12,000038
3,4.61,000038
4,4.84,000038
5,3.73,000038
6,3.07,000038
7,2.78,000038
8,4.11,000038
9,5.23,000038
10,5.82,000038
0,0.35,000039
1,0.35,000039
2,0.73,000039
3,0.48,000039
4,0.66,000039
5,0.82,000039
6,0.53,000039
7,0.55,000039
8,0.85,000039
9,1.77,000039
10,0.87,000039
0,0.58,000040
1,1.26,000040
2,1.0,000040
3,1.77,000040
4,0.82,000040
5,1.03,000040
6,0.75,000040
7,0.94,000040
8,1.39,000040
9,1.28,000040
10,1.28,000040
0,0.38,000042
1,0.34,000042
2,0.5,000042
3,0.37,000042
4,0.5,000042
5,0.25,000042
6,0.37,000042
7,0.2,000042
8,0.23,000042
9,0.28,000042
10,0.45,000042
0,0.11,000046
1,0.11,000046
2,0.14,000046
3,0.1,000046
4,0.13,000046
5,0.2,000046
6,0.18,000046
7,0.13,000046
8,0.08,000046
9,0.09,000046
10,0.08,000046
0,0.52,000048
1,0.11,000048
2,0.22,000048
3,0.18,000048
4,0.11,000048
5,0.17,000048
6,0.2,000048
7,0.17,000048
8,0.31,000048
9,0.21,000048
10,0.16,000048
0,9.33,000049
1,6.73,000049
2,3.39,000049
3,2.68,000049
4,2.98,000049
5,4.76,000049
6,5.3,000049
7,9.3,000049
8,2.0,000049
9,1.61,000049
10,1.88,000049
0,1.6,000050
1,1.33,000050
2,2.61,000050
3,3.76,000050
4,1.42,000050
5,1.67,000050
6,2.1,000050
7,1.49,000050
0,2.23,000055
1,1.82,000055
2,2.12,000055
3,0.75,000055
4,0.7,000055
5,1.19,000055
6,1.01,000055
7,1.1,000055
8,2.15,000055
9,2.71,000055
10,2.13,000055
0,0.7,000056
1,0.5,000056
2,0.84,000056
3,0.7,000056
4,0.53,000056
5,0.79,000056
6,0.65,000056
7,0.64,000056
8,1.04,000056
9,1.12,000056
10,0.86,000056
0,1.27,000058
1,1.78,000058
2,2.21,000058
3,2.83,000058
4,2.45,000058
5,3.67,000058
6,6.64,000058
7,7.86,000058
8,1.17,000058
9,1.17,000058
10,1.06,000058
0,0.63,000059
1,0.51,000059
2,1.48,000059
3,0.9,000059
4,0.73,000059
5,1.21,000059
6,1.44,000059
7,0.93,000059
8,1.41,000059
9,1.26,000059
10,0.92,000059
0,0.68,000060
1,1.16,000060
2,2.77,000060
3,1.03,000060
4,1.08,000060
5,1.75,000060
6,1.92,000060
7,4.54,000060
8,2.41,000060
9,2.1,000060
10,0.91,000060
0,0.23,000061
1,0.17,000061
2,0.44,000061
3,0.32,000061
4,0.26,000061
5,0.52,000061
6,0.37,000061
7,0.29,000061
8,0.35,000061
9,0.62,000061
10,0.56,000061
0,0.43,000062
1,0.38,000062
2,0.94,000062
3,0.5,000062
4,0.44,000062
5,0.59,000062
6,0.67,000062
7,0.32,000062
8,0.44,000062
9,0.39,000062
10,0.46,000062
0,0.43,000063
1,0.43,000063
2,1.1,000063
3,0.9,000063
4,1.14,000063
5,1.09,000063
6,0.78,000063
7,0.47,000063
8,0.42,000063
9,0.81,000063
10,0.41,000063
0,2.5,000065
1,3.47,000065
2,0.96,000065
3,0.87,000065
4,0.96,000065
5,0.81,000065
6,0.96,000065
7,0.86,000065
8,0.72,000065
9,0.73,000065
10,1.54,000065
0,0.65,000066
1,0.61,000066
2,1.11,000066
3,1.23,000066
4,0.87,000066
5,1.34,000066
6,0.93,000066
7,0.85,000066
8,0.7,000066
9,0.69,000066
10,0.62,000066
0,2.25,000068
1,2.32,000068
2,2.39,000068
3,2.2,000068
4,3.49,000068
5,5.06,000068
6,3.33,000068
7,1.68,000068
8,1.26,000068
9,1.43,000068
10,2.27,000068
0,0.22,000069
1,0.23,000069
2,0.53,000069
3,0.3,000069
4,0.3,000069
5,0.41,000069
6,0.4,000069
7,0.33,000069
8,0.3,000069
9,0.47,000069
10,0.85,000069
0,3.29,000070
1,5.49,000070
2,6.84,000070
3,5.71,000070
4,3.93,000070
5,1.71,000070
6,2.8,000070
7,0.78,000070
8,0.74,000070
9,0.5,000070
10,0.76,000070
0,1.45,000078
1,1.32,000078
2,2.28,000078
3,2.59,000078
4,4.72,000078
5,5.02,000078
6,1.6,000078
7,2.03,000078
8,1.05,000078
9,1.02,000078
10,1.44,000078
0,0.1,000088
1,0.14,000088
2,0.27,000088
3,0.13,000088
4,0.19,000088
5,0.2,000088
6,0.2,000088
7,0.13,000088
8,0.22,000088
9,0.29,000088
10,0.16,000088
0,0.45,000089
1,0.25,000089
2,0.45,000089
3,0.23,000089
4,0.4,000089
5,0.28,000089
6,0.36,000089
7,0.28,000089
8,0.36,000089
9,0.39,000089
10,0.43,000089
0,7.56,000090
1,13.88,000090
2,5.58,000090
3,1.1,000090
4,1.55,000090
5,1.74,000090
6,1.07,000090
7,1.32,000090
8,1.22,000090
9,0.85,000090
10,1.05,000090
0,1.14,000096
1,2.24,000096
2,3.57,000096
3,1.95,000096
4,2.74,000096
5,2.95,000096
6,1.56,000096
7,2.18,000096
8,1.36,000096
9,3.71,000096
10,1.25,000096
0,0.75,000099
1,0.84,000099
2,2.22,000099
3,1.41,000099
4,1.65,000099
5,2.13,000099
6,1.53,000099
7,1.0,000099
8,1.3,000099
9,1.56,000099
10,1.9,000099
0,0.72,000150
1,0.8,000150
2,1.63,000150
3,1.09,000150
4,1.05,000150
5,1.67,000150
6,1.62,000150
7,1.47,000150
8,2.48,000150
9,3.58,000150
10,6.04,000150
0,0.89,000151
1,0.84,000151
2,2.52,000151
3,1.83,000151
4,2.53,000151
5,1.48,000151
6,1.55,000151
7,1.15,000151
8,1.17,000151
9,1.17,000151
10,1.24,000151
0,1.21,000153
1,1.22,000153
2,2.42,000153
3,2.25,000153
4,2.1,000153
5,3.82,000153
6,2.9,000153
7,2.23,000153
8,3.56,000153
9,4.07,000153
10,4.75,000153
0,0.28,000156
1,0.35,000156
2,0.67,000156
3,0.69,000156
4,0.51,000156
5,0.58,000156
6,0.67,000156
7,0.39,000156
8,0.62,000156
9,0.74,000156
10,0.58,000156
0,0.56,000157
1,0.86,000157
2,1.38,000157
3,1.36,000157
4,1.2,000157
5,3.47,000157
6,2.03,000157
7,0.59,000157
8,0.3,000157
9,0.3,000157
10,0.5,000157
0,0.76,000158
1,0.91,000158
2,1.58,000158
3,0.86,000158
4,1.07,000158
5,2.16,000158
6,1.74,000158
7,2.81,000158
8,1.08,000158
9,3.24,000158
10,0.85,000158
0,3.14,000159
1,1.7,000159
2,3.14,000159
3,3.26,000159
4,4.06,000159
5,3.35,000159
6,2.35,000159
7,2.4,000159
8,1.39,000159
9,1.95,000159
10,1.03,000159
0,0.32,000166
1,0.35,000166
2,0.72,000166
3,0.37,000166
4,0.3,000166
5,0.42,000166
6,0.44,000166
7,0.44,000166
8,0.45,000166
9,0.42,000166
10,0.38,000166
0,0.63,000301
1,0.53,000301
2,1.19,000301
3,0.78,000301
4,0.84,000301
5,1.3,000301
6,1.21,000301
7,0.75,000301
8,0.75,000301
9,1.0,000301
10,0.89,000301
0,1.18,000333
1,0.49,000333
2,1.06,000333
3,0.54,000333
4,0.59,000333
5,0.57,000333
6,0.9,000333
7,0.85,000333
8,1.1,000333
9,0.75,000333
10,1.09,000333
0,0.51,000338
1,0.44,000338
2,1.03,000338
3,0.68,000338
4,0.9,000338
5,1.67,000338
6,1.46,000338
7,1.02,000338
8,1.02,000338
9,0.8,000338
10,0.66,000338
0,0.67,000400
1,0.77,000400
2,1.97,000400
3,0.98,000400
4,1.07,000400
5,1.06,000400
6,1.1,000400
7,0.63,000400
8,1.16,000400
9,0.94,000400
10,0.75,000400
0,0.25,000401
1,0.32,000401
2,0.62,000401
3,0.5,000401
4,0.95,000401
5,0.73,000401
6,0.59,000401
7,0.4,000401
8,0.49,000401
9,0.37,000401
10,0.32,000401
0,0.61,000402
1,0.76,000402
2,1.2,000402
3,0.84,000402
4,1.0,000402
5,1.17,000402
6,1.19,000402
7,0.97,000402
8,1.54,000402
9,2.53,000402
10,4.19,000402
0,0.89,000403
1,1.67,000403
2,2.21,000403
3,2.0,000403
4,1.36,000403
5,2.33,000403
6,1.82,000403
7,1.73,000403
8,4.33,000403
9,2.57,000403
10,3.71,000403
0,1.01,000404
1,1.31,000404
2,1.85,000404
3,1.9,000404
4,1.48,000404
5,3.43,000404
6,2.61,000404
7,0.83,000404
8,1.68,000404
9,1.61,000404
10,2.14,000404
0,0.39,000408
1,0.45,000408
2,0.99,000408
3,0.61,000408
4,1.05,000408
5,0.65,000408
6,1.0,000408
7,0.87,000408
8,1.31,000408
9,0.81,000408
10,1.81,000408
0,0.75,000410
1,0.77,000410
2,1.63,000410
3,1.1,000410
4,1.17,000410
5,1.17,000410
6,1.46,000410
7,0.87,000410
8,1.39,000410
9,1.75,000410
10,1.57,000410
0,0.54,000411
1,1.45,000411
2,1.64,000411
3,1.72,000411
4,1.58,000411
5,3.19,000411
6,3.57,000411
7,1.27,000411
8,1.38,000411
9,1.16,000411
10,1.83,000411
0,19.31,000413
1,18.57,000413
2,16.77,000413
3,20.74,000413
4,12.1,000413
5,11.06,000413
6,9.53,000413
7,10.91,000413
8,10.32,000413
9,15.38,000413
10,12.55,000413
0,0.43,000415
1,0.49,000415
2,0.92,000415
3,0.75,000415
4,1.0,000415
5,1.01,000415
6,0.96,000415
7,0.73,000415
8,0.9,000415
9,0.81,000415
10,1.48,000415
0,1.37,000416
1,2.06,000416
2,2.84,000416
3,2.2,000416
4,2.18,000416
5,4.73,000416
6,6.74,000416
7,4.16,000416
8,1.58,000416
9,2.8,000416
10,1.97,000416
0,0.67,000417
1,0.84,000417
2,1.31,000417
3,1.3,000417
4,0.61,000417
5,1.26,000417
6,1.25,000417
7,0.79,000417
8,0.72,000417
9,1.19,000417
10,1.42,000417
0,0.55,000418
1,0.65,000418
2,0.69,000418
3,0.53,000418
4,0.5,000418
5,0.36,000418
6,0.45,000418
7,0.33,000418
8,0.46,000418
9,0.62,000418
10,0.77,000418
0,0.84,000419
1,1.06,000419
2,1.9,000419
3,1.59,000419
4,2.2,000419
5,1.86,000419
6,1.52,000419
7,1.07,000419
8,1.66,000419
9,2.47,000419
10,1.39,000419
0,3.38,000420
1,1.61,000420
2,2.54,000420
3,2.28,000420
4,2.63,000420
5,4.94,000420
6,4.48,000420
7,6.79,000420
8,7.79,000420
9,12.83,000420
10,19.49,000420
0,0.68,000421
1,1.17,000421
2,2.12,000421
3,2.34,000421
4,1.03,000421
5,2.15,000421
6,3.13,000421
7,1.19,000421
8,2.08,000421
9,1.18,000421
10,1.77,000421
0,0.89,000422
1,1.08,000422
2,1.6,000422
3,1.35,000422
4,1.22,000422
5,1.71,000422
6,2.45,000422
7,3.1,000422
8,0.93,000422
9,1.53,000422
10,1.05,000422
0,1.24,000423
1,1.47,000423
2,2.72,000423
3,0.74,000423
4,1.0,000423
5,1.01,000423
6,1.91,000423
7,0.95,000423
8,1.56,000423
9,0.87,000423
10,1.1,000423
0,0.78,000425
1,0.44,000425
2,0.83,000425
3,0.85,000425
4,0.92,000425
5,2.4,000425
6,0.67,000425
7,0.42,000425
8,0.39,000425
9,0.59,000425
10,0.32,000425
0,1.8,000426
1,1.56,000426
2,3.1,000426
3,2.45,000426
4,3.0,000426
5,4.96,000426
6,3.95,000426
7,5.63,000426
8,4.21,000426
9,3.04,000426
10,2.97,000426
0,0.94,000428
1,1.08,000428
2,1.6,000428
3,0.98,000428
4,0.77,000428
5,1.28,000428
6,1.25,000428
7,0.9,000428
8,1.63,000428
9,1.64,000428
10,1.18,000428
0,0.95,000429
1,0.94,000429
2,3.54,000429
3,1.9,000429
4,0.92,000429
5,1.56,000429
6,3.03,000429
7,1.35,000429
8,2.42,000429
9,1.79,000429
10,1.19,000429
0,3.46,000430
1,6.65,000430
2,6.6,000430
3,3.46,000430
4,2.73,000430
5,6.67,000430
6,2.72,000430
7,2.72,000430
8,1.47,000430
9,1.9,000430
10,1.75,000430
0,0.81,000488
1,1.01,000488
2,2.09,000488
3,1.79,000488
4,1.23,000488
5,2.09,000488
6,3.83,000488
7,1.4,000488
8,1.57,000488
9,1.25,000488
10,1.1,000488
0,1.94,000498
1,1.82,000498
2,2.69,000498
3,2.14,000498
4,4.37,000498
5,6.92,000498
6,4.92,000498
7,3.48,000498
8,1.22,000498
9,3.15,000498
10,3.14,000498
0,0.54,000501
1,0.84,000501
2,1.24,000501
3,1.0,000501
4,0.75,000501
5,1.55,000501
6,1.06,000501
7,0.67,000501
8,0.59,000501
9,0.96,000501
10,1.6,000501
0,1.05,000502
1,1.68,000502
2,2.12,000502
3,1.89,000502
4,2.07,000502
5,2.22,000502
6,3.56,000502
7,5.04,000502
8,2.33,000502
9,4.16,000502
10,1.43,000502
0,0.63,000503
1,0.86,000503
2,1.56,000503
3,0.69,000503
4,0.56,000503
5,0.93,000503
6,1.04,000503
7,0.71,000503
8,1.04,000503
9,0.7,000503
10,1.04,000503
0,0.82,000506
1,0.74,000506
2,1.11,000506
3,0.63,000506
4,0.69,000506
5,1.2,000506
6,1.22,000506
7,1.04,000506
8,0.7,000506
9,0.68,000506
10,1.0,000506
0,0.42,000507
1,0.51,000507
2,0.94,000507
3,0.86,000507
4,0.8,000507
5,0.97,000507
6,0.92,000507
7,0.64,000507
8,0.64,000507
9,0.92,000507
10,0.58,000507
0,4.29,000509
1,4.36,000509
2,4.52,000509
3,8.18,000509
4,6.26,000509
5,4.11,000509
6,5.31,000509
7,1.87,000509
8,1.82,000509
9,2.04,000509
10,2.09,000509
0,3.74,000510
1,6.81,000510
2,3.09,000510
3,4.19,000510
4,2.11,000510
5,3.63,000510
6,2.91,000510
7,1.94,000510
8,2.48,000510
9,4.02,000510
10,2.82,000510
0,0.73,000513
1,0.81,000513
2,1.05,000513
3,0.82,000513
4,1.1,000513
5,1.0,000513
6,1.07,000513
7,1.07,000513
8,1.15,000513
9,1.28,000513
10,1.77,000513
0,0.46,000514
1,0.5,000514
2,0.99,000514
3,0.93,000514
4,0.76,000514
5,1.08,000514
6,1.23,000514
7,1.08,000514
8,2.25,000514
9,4.46,000514
10,1.93,000514
0,0.93,000516
1,0.67,000516
2,1.38,000516
3,1.09,000516
4,0.98,000516
5,1.08,000516
6,1.1,000516
7,0.64,000516
8,0.88,000516
9,1.17,000516
10,0.81,000516
0,0.72,000517
1,0.26,000517
2,0.48,000517
3,0.23,000517
4,0.31,000517
5,0.39,000517
6,0.45,000517
7,0.51,000517
8,0.5,000517
9,0.44,000517
10,0.45,000517
0,0.81,000518
1,0.76,000518
2,1.09,000518
3,1.64,000518
4,2.88,000518
5,3.75,000518
6,0.74,000518
7,0.96,000518
8,0.55,000518
9,0.73,000518
10,0.86,000518
0,2.45,000519
1,3.98,000519
2,5.91,000519
3,10.69,000519
4,1.65,000519
5,1.97,000519
6,2.4,000519
7,1.91,000519
8,1.99,000519
9,3.41,000519
10,3.08,000519
0,1.73,000520
1,1.54,000520
2,2.41,000520
3,1.45,000520
4,1.29,000520
5,1.43,000520
6,1.96,000520
7,1.27,000520
8,1.52,000520
9,1.85,000520
10,1.33,000520
0,0.65,000521
1,0.71,000521
2,1.75,000521
3,0.89,000521
4,1.22,000521
5,1.26,000521
6,2.06,000521
7,0.98,000521
8,1.36,000521
9,1.17,000521
10,1.19,000521
0,1.08,000523
1,0.9,000523
2,2.09,000523
3,1.78,000523
4,1.1,000523
5,1.39,000523
6,2.05,000523
7,1.23,000523
8,1.32,000523
9,0.93,000523
10,1.14,000523
0,10.8,000524
1,12.81,000524
2,9.86,000524
3,9.85,000524
4,6.48,000524
5,9.82,000524
6,2.49,000524
7,0.24,000524
0,1.18,000525
1,1.3,000525
2,1.77,000525
3,0.97,000525
4,1.17,000525
5,1.61,000525
6,1.63,000525
7,1.36,000525
8,1.0,000525
9,0.69,000525
10,0.76,000525
0,1.0,000526
1,1.41,000526
2,2.2,000526
3,2.48,000526
4,1.94,000526
5,1.04,000526
6,1.02,000526
7,0.69,000526
8,0.89,000526
9,1.25,000526
10,2.24,000526
0,1.62,000528
1,0.86,000528
2,1.61,000528
3,1.79,000528
4,1.44,000528
5,4.23,000528
6,1.02,000528
7,0.57,000528
8,0.64,000528
9,0.6,000528
10,0.59,000528
0,0.52,000529
1,0.56,000529
2,1.05,000529
3,0.68,000529
4,0.68,000529
5,1.14,000529
6,1.61,000529
7,0.67,000529
8,0.56,000529
9,0.91,000529
10,0.7,000529
0,0.85,000530
1,0.81,000530
2,1.41,000530
3,1.19,000530
4,1.9,000530
5,1.21,000530
6,1.29,000530
7,0.76,000530
8,1.54,000530
9,1.24,000530
10,1.06,000530
0,4.64,000532
1,2.52,000532
2,3.24,000532
3,3.33,000532
4,1.34,000532
5,2.43,000532
6,2.44,000532
7,2.45,000532
8,1.68,000532
9,2.43,000532
10,1.57,000532
0,5.0,000533
1,0.94,000533
2,1.07,000533
3,0.56,000533
4,1.01,000533
5,1.07,000533
6,1.14,000533
0,0.7,000536
1,0.8,000536
2,1.19,000536
3,1.39,000536
4,2.24,000536
5,1.74,000536
6,1.51,000536
7,1.74,000536
8,1.79,000536
9,1.19,000536
10,0.68,000536
0,0.94,000537
1,0.89,000537
2,1.74,000537
3,2.14,000537
4,1.2,000537
5,2.03,000537
6,3.4,000537
7,1.55,000537
8,1.38,000537
9,2.18,000537
10,3.21,000537
0,0.12,000539
1,0.18,000539
2,0.39,000539
3,0.17,000539
4,0.17,000539
5,0.31,000539
6,0.24,000539
7,0.17,000539
8,0.18,000539
9,0.21,000539
10,0.19,000539
0,0.38,000540
1,0.5,000540
2,0.7,000540
3,0.59,000540
4,0.47,000540
5,0.71,000540
6,0.76,000540
7,0.4,000540
8,0.7,000540
9,0.81,000540
10,1.01,000540
0,0.82,000541
1,0.77,000541
2,1.84,000541
3,1.33,000541
4,1.16,000541
5,2.76,000541
6,3.42,000541
7,0.57,000541
8,0.74,000541
9,0.75,000541
10,1.06,000541
0,0.51,000543
1,0.87,000543
2,2.35,000543
3,1.38,000543
4,0.98,000543
5,0.98,000543
6,1.65,000543
7,0.73,000543
8,1.21,000543
9,1.79,000543
10,2.52,000543
0,1.33,000544
1,1.7,000544
2,1.84,000544
3,2.12,000544
4,2.21,000544
5,4.79,000544
6,3.53,000544
7,1.49,000544
8,1.41,000544
9,1.82,000544
10,2.03,000544
0,1.09,000545
1,0.78,000545
2,1.76,000545
3,1.75,000545
4,1.63,000545
5,2.77,000545
6,1.45,000545
7,1.24,000545
8,1.19,000545
9,1.31,000545
10,0.94,000545
0,4.42,000546
1,5.2,000546
2,4.14,000546
3,4.26,000546
4,6.94,000546
5,3.86,000546
6,2.35,000546
7,1.2,000546
8,1.37,000546
9,1.7,000546
10,1.57,000546
0,1.2,000548
1,0.88,000548
2,2.56,000548
3,1.79,000548
4,2.48,000548
5,2.34,000548
6,1.67,000548
7,1.57,000548
8,2.07,000548
9,1.51,000548
10,0.86,000548
0,0.29,000550
1,0.67,000550
2,0.84,000550
3,0.59,000550
4,0.8,000550
5,0.66,000550
6,0.37,000550
7,1.03,000550
8,0.83,000550
9,0.64,000550
10,0.74,000550
0,1.54,000551
1,1.62,000551
2,3.38,000551
3,3.19,000551
4,3.93,000551
5,6.56,000551
6,4.45,000551
7,1.97,000551
8,1.57,000551
9,1.96,000551
10,1.29,000551
0,0.67,000552
1,0.78,000552
2,2.15,000552
3,1.16,000552
4,0.94,000552
5,1.34,000552
6,1.1,000552
7,1.52,000552
8,0.85,000552
9,1.34,000552
10,0.97,000552
0,10.8,000554
1,2.07,000554
2,3.44,000554
3,3.13,000554
4,3.65,000554
5,4.26,000554
6,3.57,000554
7,3.93,000554
8,3.12,000554
9,2.39,000554
10,2.69,000554
0,3.94,000555
1,3.2,000555
2,3.88,000555
3,2.83,000555
4,2.04,000555
5,2.66,000555
6,3.34,000555
7,2.91,000555
8,6.12,000555
0,1.96,000557
1,0.96,000557
2,2.04,000557
3,1.53,000557
4,0.96,000557
5,1.46,000557
6,1.3,000557
7,0.95,000557
8,1.17,000557
9,1.03,000557
10,1.19,000557
0,1.72,000558
1,2.86,000558
2,4.17,000558
3,2.79,000558
4,1.06,000558
5,1.78,000558
6,1.38,000558
7,0.92,000558
8,1.06,000558
9,1.15,000558
10,0.93,000558
0,0.81,000559
1,0.78,000559
2,1.54,000559
3,2.3,000559
4,2.9,000559
5,1.83,000559
6,1.96,000559
7,2.69,000559
8,4.06,000559
9,0.83,000559
10,0.53,000559
0,3.71,000560
1,2.26,000560
0,2.45,000561
1,3.25,000561
2,1.82,000561
3,2.41,000561
4,2.04,000561
5,1.67,000561
6,1.6,000561
7,1.0,000561
8,1.56,000561
9,1.79,000561
10,2.53,000561
0,0.75,000563
1,0.68,000563
2,1.55,000563
3,1.22,000563
4,1.09,000563
5,1.7,000563
6,1.61,000563
7,1.11,000563
8,1.61,000563
9,1.55,000563
10,1.46,000563
0,0.99,000564
1,0.72,000564
2,1.48,000564
3,1.69,000564
4,0.84,000564
5,1.0,000564
6,0.96,000564
7,0.83,000564
8,1.44,000564
9,1.78,000564
10,0.92,000564
0,1.28,000566
1,1.38,000566
2,3.17,000566
3,2.18,000566
4,3.51,000566
5,2.06,000566
6,2.97,000566
7,1.25,000566
8,1.52,000566
9,1.68,000566
10,2.23,000566
0,0.56,000567
1,0.56,000567
2,1.53,000567
3,0.81,000567
4,1.05,000567
5,2.53,000567
6,1.1,000567
7,1.5,000567
8,1.24,000567
9,1.95,000567
10,4.33,000567
0,0.4,000568
1,0.55,000568
2,1.03,000568
3,0.71,000568
4,0.46,000568
5,0.79,000568
6,0.75,000568
7,0.49,000568
8,0.5,000568
9,0.5,000568
10,0.95,000568
0,1.57,000570
1,1.64,000570
2,3.02,000570
3,1.87,000570
4,2.77,000570
5,5.1,000570
6,2.72,000570
7,4.22,000570
8,2.95,000570
9,1.41,000570
10,1.34,000570
0,4.44,000571
1,3.51,000571
2,4.6,000571
3,6.7,000571
4,4.72,000571
5,3.07,000571
6,3.6,000571
7,2.49,000571
8,3.84,000571
9,5.27,000571
10,3.57,000571
0,0.62,000572
1,0.62,000572
2,1.7,000572
3,2.1,000572
4,0.73,000572
5,1.08,000572
6,1.32,000572
7,1.13,000572
8,0.54,000572
9,0.6,000572
10,0.67,000572
0,1.62,000573
1,1.69,000573
2,3.04,000573
3,3.62,000573
4,2.31,000573
5,3.49,000573
6,3.43,000573
