,turnover,code
6,1.14,000921
7,0.86,000921
8,0.94,000921
9,0.72,000921
10,0.93,000921
0,0.45,000922
1,0.51,000922
2,0.89,000922
3,0.7,000922
4,0.72,000922
5,1.07,000922
6,0.82,000922
7,0.45,000922
8,0.68,000922
9,0.64,000922
10,0.56,000922
0,7.63,000925
1,10.12,000925
2,12.79,000925
3,2.45,000925
4,4.09,000925
5,8.46,000925
6,5.68,000925
7,2.84,000925
8,1.67,000925
9,1.56,000925
10,1.15,000925
0,0.85,000926
1,1.06,000926
2,1.71,000926
3,1.0,000926
4,0.77,000926
5,0.97,000926
6,1.04,000926
7,0.89,000926
8,2.07,000926
9,2.81,000926
10,2.82,000926
0,0.4,000927
1,0.65,000927
2,0.71,000927
3,0.95,000927
4,0.48,000927
5,0.75,000927
6,0.57,000927
7,0.42,000927
8,0.55,000927
9,0.43,000927
10,0.65,000927
0,9.26,000928
1,5.32,000928
2,3.39,000928
3,1.72,000928
4,2.07,000928
5,1.89,000928
6,1.55,000928
7,0.98,000928
8,0.96,000928
9,2.08,000928
10,1.32,000928
0,3.6,000929
1,1.99,000929
2,2.98,000929
3,2.5,000929
4,3.19,000929
5,5.38,000929
6,1.94,000929
7,1.71,000929
8,1.95,000929
9,2.02,000929
10,2.31,000929
0,1.29,000930
1,1.61,000930
2,3.41,000930
3,1.94,000930
4,1.92,000930
5,2.42,000930
6,2.2,000930
7,1.85,000930
8,1.68,000930
9,1.91,000930
0,0.86,000931
1,0.84,000931
2,1.66,000931
3,1.56,000931
4,1.0,000931
5,1.4,000931
6,1.56,000931
7,1.94,000931
8,3.8,000931
9,3.82,000931
10,1.21,000931
0,1.08,000932
1,1.18,000932
2,2.87,000932
3,0.55,000932
4,0.63,000932
5,0.88,000932
6,1.01,000932
7,0.97,000932
8,1.12,000932
9,1.19,000932
10,1.28,000932
0,0.41,000933
1,0.67,000933
2,1.42,000933
3,0.91,000933
4,0.76,000933
5,0.84,000933
6,1.08,000933
7,2.09,000933
8,1.24,000933
9,1.1,000933
10,0.66,000933
0,1.08,000935
1,3.36,000935
2,3.22,000935
3,5.93,000935
4,7.44,000935
5,9.38,000935
6,6.59,000935
7,4.59,000935
8,6.38,000935
9,3.82,000935
0,7.52,000936
1,6.52,000936
2,1.72,000936
3,2.6,000936
4,3.5,000936
5,1.18,000936
6,1.28,000936
7,0.96,000936
8,1.16,000936
9,1.0,000936
10,0.87,000936
0,0.56,000937
1,0.9,000937
2,1.14,000937
3,0.88,000937
4,1.1,000937
5,1.97,000937
6,1.06,000937
7,1.02,000937
8,0.74,000937
9,0.79,000937
10,0.41,000937
0,0.92,000938
1,0.86,000938
2,2.19,000938
3,2.23,000938
4,0.92,000938
5,1.06,000938
6,1.22,000938
7,0.96,000938
8,1.07,000938
9,0.89,000938
10,1.54,000938
0,0.98,000939
1,1.01,000939
2,2.02,000939
3,1.71,000939
4,2.12,000939
5,4.98,000939
6,2.21,000939
7,0.86,000939
8,1.14,000939
9,1.08,000939
10,1.13,000939
0,1.03,000948
1,1.9,000948
2,3.27,000948
3,1.28,000948
4,1.53,000948
5,2.3,000948
6,3.68,000948
7,2.13,000948
8,2.01,000948
9,1.14,000948
10,1.18,000948
0,4.09,000949
1,3.51,000949
2,5.71,000949
3,1.75,000949
4,1.34,000949
5,1.72,000949
6,2.97,000949
7,0.57,000949
8,0.64,000949
9,0.65,000949
10,0.8,000949
0,0.98,000951
1,1.38,000951
2,0.76,000951
3,1.13,000951
4,0.83,000951
5,1.73,000951
6,0.72,000951
7,1.78,000951
8,0.76,000951
9,1.21,000951
10,0.51,000951
0,3.01,000952
1,3.54,000952
2,3.45,000952
3,3.8,000952
4,4.75,000952
5,4.17,000952
6,6.55,000952
7,4.06,000952
8,4.75,000952
9,6.1,000952
10,7.14,000952
0,9.38,000953
1,4.74,000953
2,4.12,000953
3,6.44,000953
4,4.65,000953
5,2.44,000953
6,3.1,000953
7,2.9,000953
8,3.4,000953
9,4.22,000953
10,3.36,000953
0,1.63,000955
1,1.86,000955
2,4.78,000955
3,4.28,000955
4,2.5,000955
5,3.39,000955
6,3.14,000955
7,2.28,000955
8,3.28,000955
9,4.63,000955
10,6.47,000955
0,4.37,000957
1,4.02,000957
2,5.8,000957
3,9.96,000957
4,4.47,000957
5,8.92,000957
6,7.35,000957
7,3.37,000957
8,4.26,000957
9,2.79,000957
10,4.59,000957
0,1.45,000958
1,2.56,000958
2,5.58,000958
3,2.04,000958
4,1.53,000958
5,2.81,000958
6,3.15,000958
7,1.58,000958
8,2.14,000958
9,2.36,000958
10,2.35,000958
0,4.34,000959
1,2.55,000959
2,4.42,000959
3,6.31,000959
4,4.67,000959
5,9.26,000959
6,3.49,000959
7,3.7,000959
8,3.25,000959
0,1.65,000960
1,2.0,000960
2,5.15,000960
3,2.12,000960
4,2.21,000960
5,2.96,000960
6,3.89,000960
7,6.1,000960
8,4.27,000960
9,2.45,000960
10,1.25,000960
0,0.43,000961
1,0.88,000961
2,1.01,000961
3,1.36,000961
4,1.51,000961
5,1.38,000961
6,1.77,000961
7,2.93,000961
8,4.08,000961
9,0.98,000961
10,0.88,000961
0,0.89,000962
1,0.75,000962
2,1.07,000962
3,1.06,000962
4,1.23,000962
5,2.14,000962
6,1.41,000962
7,1.75,000962
8,0.85,000962
9,0.77,000962
10,0.59,000962
0,0.29,000963
1,0.22,000963
2,0.51,000963
3,0.21,000963
4,0.3,000963
5,0.37,000963
6,0.38,000963
7,0.27,000963
8,0.55,000963
9,0.44,000963
10,0.22,000963
0,1.08,000965
1,1.06,000965
2,3.18,000965
3,1.74,000965
4,1.69,000965
5,2.43,000965
6,2.11,000965
7,1.62,000965
8,0.84,000965
9,0.57,000965
10,0.68,000965
0,0.45,000966
1,0.43,000966
2,1.31,000966
3,0.83,000966
4,0.6,000966
5,1.01,000966
6,1.05,000966
7,0.43,000966
8,0.58,000966
9,0.61,000966
10,0.62,000966
0,2.29,000967
1,2.36,000967
2,2.11,000967
3,3.35,000967
4,4.13,000967
5,8.74,000967
6,7.84,000967
7,5.85,000967
8,1.5,000967
9,1.82,000967
10,2.75,000967
0,0.35,000968
1,0.43,000968
2,0.93,000968
3,1.06,000968
4,1.06,000968
5,1.01,000968
6,0.6,000968
7,0.42,000968
8,0.39,000968
9,0.41,000968
10,0.53,000968
0,0.85,000969
1,1.23,000969
2,1.24,000969
3,1.12,000969
4,0.85,000969
5,1.36,000969
6,1.67,000969
7,1.03,000969
8,1.7,000969
9,1.29,000969
10,1.45,000969
0,4.55,000970
1,5.57,000970
2,5.77,000970
3,6.66,000970
4,5.03,000970
5,7.62,000970
6,6.76,000970
7,1.96,000970
8,3.33,000970
9,2.55,000970
10,5.02,000970
0,1.24,000971
1,0.6,000971
2,1.21,000971
3,2.33,000971
4,1.6,000971
5,1.48,000971
6,1.05,000971
7,1.35,000971
8,0.8,000971
9,1.29,000971
10,2.75,000971
0,1.79,000972
1,0.94,000972
2,1.89,000972
3,1.38,000972
4,1.36,000972
5,1.98,000972
6,1.9,000972
7,0.87,000972
8,1.29,000972
9,1.59,000972
10,1.9,000972
0,1.74,000973
1,1.72,000973
2,3.73,000973
3,1.82,000973
4,1.31,000973
5,2.28,000973
6,2.34,000973
7,1.69,000973
8,2.24,000973
9,1.97,000973
10,1.84,000973
0,1.59,000976
1,0.7,000976
2,1.4,000976
3,1.79,000976
4,0.88,000976
5,0.93,000976
6,1.92,000976
7,1.48,000976
8,1.74,000976
9,0.57,000976
10,0.62,000976
0,2.0,000977
1,1.13,000977
2,2.06,000977
3,3.41,000977
4,2.53,000977
5,2.4,000977
6,1.58,000977
7,1.13,000977
8,1.18,000977
9,1.73,000977
10,1.11,000977
0,1.23,000978
1,1.21,000978
2,2.32,000978
3,2.85,000978
4,1.53,000978
5,1.78,000978
6,1.39,000978
7,0.8,000978
8,1.15,000978
9,1.45,000978
10,0.81,000978
0,0.53,000979
1,0.48,000979
2,1.23,000979
3,0.65,000979
4,0.75,000979
5,0.76,000979
6,0.91,000979
7,0.71,000979
8,0.62,000979
9,1.28,000979
10,1.51,000979
0,6.91,000980
1,3.12,000980
2,4.62,000980
3,5.54,000980
4,4.04,000980
5,5.17,000980
6,3.76,000980
7,1.25,000980
0,0.42,000981
1,0.5,000981
2,0.78,000981
3,0.71,000981
4,0.74,000981
5,0.73,000981
6,0.71,000981
7,0.73,000981
8,1.34,000981
9,1.52,000981
10,1.5,000981
0,1.35,000982
1,0.67,000982
2,1.37,000982
3,1.13,000982
4,1.22,000982
5,1.17,000982
6,1.0,000982
7,0.87,000982
8,1.01,000982
9,1.45,000982
10,0.94,000982
0,0.68,000983
1,1.2,000983
2,1.65,000983
3,1.59,000983
4,1.59,000983
5,2.4,000983
6,2.29,000983
7,1.99,000983
8,1.24,000983
9,1.51,000983
10,1.27,000983
0,4.6,000985
1,3.18,000985
2,4.25,000985
3,6.1,000985
4,4.29,000985
5,2.92,000985
6,2.71,000985
7,1.96,000985
8,2.91,000985
9,3.31,000985
10,4.57,000985
0,1.86,000988
1,1.36,000988
2,2.63,000988
3,1.61,000988
4,1.17,000988
5,1.49,000988
6,2.19,000988
7,1.28,000988
8,2.27,000988
9,1.52,000988
10,1.42,000988
0,1.39,000989
1,1.77,000989
2,4.06,000989
3,2.69,000989
4,0.39,000989
5,0.75,000989
6,0.65,000989
7,0.83,000989
8,1.35,000989
9,1.05,000989
10,0.68,000989
0,1.31,000990
1,0.99,000990
2,1.75,000990
3,1.07,000990
4,1.6,000990
5,2.1,000990
6,1.19,000990
7,1.17,000990
8,1.24,000990
9,1.85,000990
10,2.82,000990
0,1.07,000993
1,1.73,000993
2,2.4,000993
3,2.45,000993
4,2.94,000993
5,2.75,000993
6,2.07,000993
7,1.78,000993
8,3.48,000993
9,1.98,000993
10,1.46,000993
0,1.76,000995
1,3.33,000995
2,4.87,000995
3,4.03,000995
4,3.31,000995
5,4.85,000995
6,2.17,000995
7,1.85,000995
8,2.81,000995
9,6.0,000995
10,3.48,000995
0,9.34,000996
1,14.68,000996
2,10.0,000996
3,9.29,000996
4,7.56,000996
5,3.81,000996
6,3.83,000996
7,3.54,000996
8,3.17,000996
9,4.79,000996
10,3.96,000996
0,0.64,000997
1,0.61,000997
2,1.5,000997
3,0.87,000997
4,0.74,000997
5,0.91,000997
6,0.88,000997
7,0.69,000997
8,1.28,000997
9,1.1,000997
10,0.97,000997
0,0.53,000998
1,0.73,000998
2,1.58,000998
3,0.78,000998
4,0.67,000998
5,0.97,000998
6,0.89,000998
7,0.41,000998
8,0.48,000998
9,0.63,000998
10,0.63,000998
0,0.11,000999
1,0.14,000999
2,0.31,000999
3,0.22,000999
4,0.36,000999
5,0.29,000999
6,0.39,000999
7,0.37,000999
8,0.21,000999
9,0.29,000999
10,0.22,000999
0,0.7,001696
1,0.63,001696
2,1.68,001696
3,0.86,001696
4,0.79,001696
5,1.31,001696
6,1.19,001696
7,0.71,001696
8,1.17,001696
9,0.78,001696
10,1.33,001696
0,1.05,001896
1,1.76,001896
2,1.47,001896
3,1.28,001896
4,2.7,001896
5,1.47,001896
6,0.97,001896
7,1.25,001896
8,2.57,001896
9,1.03,001896
0,1.17,001979
1,0.89,001979
2,1.82,001979
3,1.38,001979
4,0.83,001979
5,1.45,001979
6,1.21,001979
7,0.92,001979
8,2.2,001979
9,2.65,001979
10,2.81,001979
0,1.31,002001
1,1.6,002001
2,1.58,002001
3,1.62,002001
4,1.83,002001
5,2.01,002001
6,1.37,002001
7,1.15,002001
8,2.45,002001
9,1.45,002001
10,1.43,002001
0,0.35,002002
1,0.58,002002
2,0.84,002002
3,0.54,002002
4,0.55,002002
5,1.15,002002
6,0.62,002002
7,0.38,002002
8,0.59,002002
9,0.52,002002
10,0.63,002002
0,0.31,002003
1,0.41,002003
2,1.08,002003
3,0.55,002003
4,0.49,002003
5,0.86,002003
6,0.91,002003
7,0.76,002003
8,0.68,002003
9,0.85,002003
10,0.6,002003
0,0.7,002004
1,0.8,002004
2,1.48,002004
3,1.35,002004
4,1.57,002004
5,1.74,002004
6,1.69,002004
7,0.79,002004
8,1.13,002004
9,1.52,002004
10,1.05,002004
0,3.26,002005
1,4.47,002005
2,5.05,002005
3,6.08,002005
4,8.93,002005
5,17.26,002005
6,5.91,002005
7,1.3,002005
8,1.25,002005
9,1.14,002005
10,0.8,002005
0,0.52,002006
1,0.65,002006
2,1.08,002006
3,0.74,002006
4,1.11,002006
5,1.01,002006
6,1.29,002006
7,1.66,002006
8,1.33,002006
9,2.2,002006
10,2.48,002006
0,0.94,002007
1,0.88,002007
2,2.1,002007
3,0.87,002007
4,1.04,002007
5,1.4,002007
6,0.77,002007
7,0.99,002007
8,3.05,002007
9,1.12,002007
10,1.16,002007
0,1.07,002008
1,0.99,002008
2,1.98,002008
3,0.93,002008
4,0.95,002008
5,1.43,002008
6,2.26,002008
7,1.13,002008
8,1.79,002008
9,1.19,002008
10,1.14,002008
0,1.74,002009
1,1.08,002009
2,2.85,002009
3,3.08,002009
4,2.66,002009
5,5.18,002009
6,1.9,002009
7,1.31,002009
8,1.71,002009
9,2.22,002009
10,2.8,002009
0,1.12,002010
1,0.34,002010
2,0.64,002010
3,0.77,002010
4,1.05,002010
5,0.57,002010
6,0.69,002010
7,0.57,002010
8,0.33,002010
9,0.5,002010
10,0.42,002010
0,0.74,002011
1,0.58,002011
2,0.83,002011
3,0.74,002011
4,0.81,002011
5,1.28,002011
6,1.13,002011
7,0.48,002011
8,0.54,002011
9,0.65,002011
10,0.7,002011
0,2.48,002012
1,2.4,002012
2,1.99,002012
3,2.74,002012
4,2.04,002012
5,2.99,002012
6,2.66,002012
7,3.14,002012
8,2.95,002012
9,2.64,002012
10,4.4,002012
0,4.25,002013
1,5.2,002013
2,5.55,002013
3,1.59,002013
4,1.15,002013
5,1.71,002013
6,1.53,002013
7,0.97,002013
8,1.27,002013
9,2.09,002013
10,1.67,002013
0,0.57,002014
1,0.59,002014
2,0.92,002014
3,0.81,002014
4,0.41,002014
5,0.64,002014
6,0.63,002014
7,0.61,002014
8,0.65,002014
9,0.84,002014
10,0.64,002014
0,0.69,002015
1,1.34,002015
2,1.02,002015
3,0.58,002015
4,0.69,002015
5,1.21,002015
6,1.33,002015
7,0.65,002015
8,0.62,002015
9,0.69,002015
10,1.07,002015
0,0.79,002016
1,0.6,002016
2,1.12,002016
3,0.83,002016
4,1.07,002016
5,1.73,002016
6,2.11,002016
7,1.03,002016
8,0.63,002016
9,1.01,002016
10,1.23,002016
0,0.83,002017
1,0.8,002017
2,1.82,002017
3,1.29,002017
4,1.79,002017
5,2.77,002017
6,1.51,002017
7,1.49,002017
8,2.85,002017
9,4.85,002017
10,2.45,002017
0,0.6,002018
1,0.77,002018
2,1.3,002018
3,0.54,002018
4,0.71,002018
5,1.38,002018
6,0.78,002018
7,0.49,002018
8,0.71,002018
9,0.56,002018
10,0.67,002018
0,1.27,002019
1,2.43,002019
2,2.72,002019
3,3.78,002019
4,2.55,002019
5,3.49,002019
6,3.12,002019
7,3.9,002019
8,2.11,002019
9,3.6,002019
10,2.2,002019
0,0.98,002020
1,0.92,002020
2,1.86,002020
3,1.33,002020
4,1.89,002020
5,1.46,002020
6,2.06,002020
7,1.43,002020
8,2.36,002020
9,1.68,002020
10,1.66,002020
0,0.72,002021
1,0.94,002021
2,1.09,002021
3,1.55,002021
4,0.89,002021
5,0.87,002021
6,0.85,002021
7,1.41,002021
8,0.66,002021
9,1.0,002021
10,1.82,002021
0,2.34,002022
1,2.68,002022
2,4.39,002022
3,5.24,002022
4,4.39,002022
5,8.51,002022
6,5.05,002022
7,6.44,002022
8,5.61,002022
9,5.77,002022
10,5.25,002022
0,1.08,002023
1,1.08,002023
2,1.73,002023
3,1.05,002023
4,1.04,002023
5,2.53,002023
6,1.27,002023
7,0.66,002023
8,1.2,002023
9,2.19,002023
10,1.19,002023
0,0.45,002024
1,0.62,002024
2,1.63,002024
3,0.72,002024
4,0.66,002024
5,1.65,002024
6,0.74,002024
7,0.57,002024
8,0.61,002024
9,0.5,002024
10,0.6,002024
0,2.35,002025
1,1.05,002025
2,1.72,002025
3,1.15,002025
4,0.72,002025
5,0.71,002025
6,0.94,002025
7,0.99,002025
0,0.65,002026
1,0.66,002026
2,1.48,002026
3,2.08,002026
4,1.39,002026
5,3.21,002026
6,2.52,002026
7,0.96,002026
8,0.91,002026
9,1.05,002026
10,0.74,002026
0,0.63,002027
1,0.93,002027
2,1.18,002027
3,0.57,002027
4,0.58,002027
5,0.58,002027
6,0.78,002027
7,0.55,002027
8,0.45,002027
9,0.58,002027
10,0.64,002027
0,0.96,002028
1,0.95,002028
2,2.27,002028
3,2.69,002028
4,3.11,002028
5,1.77,002028
6,2.66,002028
7,1.2,002028
8,1.27,002028
9,1.3,002028
10,1.64,002028
0,0.7,002029
1,0.99,002029
2,1.48,002029
3,1.68,002029
4,1.58,002029
5,2.14,002029
6,2.0,002029
7,2.08,002029
8,1.26,002029
9,1.32,002029
10,2.01,002029
0,1.62,002030
1,1.5,002030
2,3.17,002030
3,3.08,002030
4,5.11,002030
5,7.72,002030
6,2.35,002030
7,1.49,002030
8,2.22,002030
9,0.96,002030
10,1.17,002030
0,0.61,002031
1,0.83,002031
2,1.47,002031
3,1.03,002031
4,0.74,002031
5,1.41,002031
6,1.11,002031
7,0.91,002031
8,1.61,002031
9,3.24,002031
10,0.75,002031
0,0.23,002032
1,0.3,002032
2,0.37,002032
3,0.38,002032
4,0.36,002032
5,0.43,002032
6,0.41,002032
7,0.39,002032
8,0.33,002032
9,0.28,002032
10,0.43,002032
0,1.74,002033
1,2.28,002033
2,2.93,002033
3,2.59,002033
4,1.09,002033
5,2.09,002033
6,1.94,002033
7,1.1,002033
8,1.8,002033
9,3.06,002033
10,1.37,002033
0,1.39,002034
1,1.31,002034
2,2.35,002034
3,2.62,002034
4,1.84,002034
5,2.66,002034
6,2.76,002034
7,1.69,002034
8,3.16,002034
9,1.9,002034
10,2.11,002034
0,0.72,002035
1,0.51,002035
2,0.92,002035
3,0.75,002035
4,0.96,002035
5,1.67,002035
6,3.3,002035
7,2.89,002035
0,4.82,002036
1,4.81,002036
2,4.71,002036
3,8.2,002036
4,6.7,002036
5,5.55,002036
6,5.79,002036
7,7.93,002036
8,5.49,002036
9,7.91,002036
10,6.6,002036
0,3.32,002037
1,3.66,002037
2,1.89,002037
3,1.4,002037
4,1.99,002037
5,5.33,002037
6,2.66,002037
7,0.95,002037
8,1.2,002037
9,1.65,002037
10,1.21,002037
0,1.21,002038
1,0.82,002038
2,1.29,002038
3,0.88,002038
4,1.29,002038
5,0.51,002038
6,0.67,002038
7,0.47,002038
8,0.54,002038
9,0.47,002038
10,0.73,002038
0,0.59,002039
1,0.51,002039
2,0.74,002039
3,0.68,002039
4,0.54,002039
5,0.91,002039
6,0.86,002039
7,0.9,002039
8,1.49,002039
9,0.6,002039
10,0.45,002039
0,0.68,002040
1,1.05,002040
2,1.47,002040
3,1.38,002040
4,1.35,002040
5,1.72,002040
6,2.67,002040
7,1.03,002040
8,1.48,002040
9,2.44,002040
10,1.31,002040
0,0.17,002041
1,0.23,002041
2,0.52,002041
3,0.55,002041
4,0.31,002041
5,0.49,002041
6,0.5,002041
7,0.96,002041
8,0.3,002041
9,0.26,002041
10,0.21,002041
0,1.0,002042
1,0.44,002042
2,0.81,002042
3,0.73,002042
4,1.13,002042
5,1.35,002042
6,1.91,002042
7,0.96,002042
8,0.65,002042
9,1.18,002042
10,0.55,002042
0,4.97,002043
1,4.92,002043
2,8.75,002043
3,5.49,002043
4,7.45,002043
5,9.53,002043
6,12.66,002043
7,14.4,002043
8,6.93,002043
9,12.13,002043
10,15.48,002043
0,0.67,002044
1,0.58,002044
2,1.0,002044
3,0.88,002044
4,1.17,002044
5,1.51,002044
6,2.02,002044
7,1.09,002044
8,1.19,002044
9,1.54,002044
10,2.56,002044
0,6.53,002045
1,6.03,002045
2,4.15,002045
3,6.77,002045
4,4.62,002045
5,2.72,002045
6,3.25,002045
7,3.06,002045
8,4.28,002045
9,6.15,002045
10,2.04,002045
0,2.39,002046
1,3.94,002046
2,6.33,002046
3,3.85,002046
4,2.55,002046
5,2.58,002046
6,3.53,002046
7,1.46,002046
8,1.76,002046
9,2.03,002046
10,1.75,002046
0,3.71,002047
1,1.94,002047
2,3.19,002047
3,2.99,002047
4,3.29,002047
5,4.69,002047
6,3.78,002047
7,2.66,002047
8,3.72,002047
9,6.77,002047
10,9.53,002047
0,1.92,002048
1,1.97,002048
2,2.86,002048
3,3.5,002048
4,3.68,002048
5,2.53,002048
6,2.19,002048
7,2.23,002048
8,2.43,002048
9,2.66,002048
10,1.88,002048
0,0.7,002049
1,0.8,002049
2,1.55,002049
3,0.84,002049
4,0.59,002049
5,0.81,002049
6,0.87,002049
7,0.6,002049
8,0.85,002049
9,0.74,002049
10,1.06,002049
0,0.47,002050
1,0.89,002050
2,1.27,002050
3,0.7,002050
4,1.18,002050
5,0.56,002050
6,0.8,002050
7,0.48,002050
8,0.68,002050
9,0.67,002050
10,0.83,002050
0,0.38,002051
1,0.45,002051
2,0.67,002051
3,0.48,002051
4,1.04,002051
5,1.45,002051
6,0.8,002051
7,0.25,002051
8,0.19,002051
9,0.52,002051
10,0.34,002051
0,3.03,002052
1,2.86,002052
2,5.22,002052
3,5.14,002052
4,4.61,002052
5,7.37,002052
6,11.55,002052
7,13.01,002052
8,7.56,002052
9,1.0,002052
0,2.22,002054
1,2.46,002054
2,3.65,002054
3,3.46,002054
4,3.78,002054
5,4.23,002054
6,4.76,002054
7,4.34,002054
8,4.9,002054
9,6.12,002054
10,5.62,002054
0,0.86,002056
1,1.05,002056
2,1.95,002056
3,1.51,002056
4,1.27,002056
5,2.01,002056
6,2.04,002056
7,0.84,002056
8,1.87,002056
9,1.9,002056
10,1.73,002056
0,6.72,002057
1,4.43,002057
2,6.12,002057
3,6.19,002057
4,6.68,002057
5,8.96,002057
6,13.3,002057
7,8.47,002057
0,2.04,002058
1,3.02,002058
2,3.26,002058
3,5.2,002058
4,3.46,002058
5,2.31,002058
6,1.35,002058
7,1.34,002058
8,1.16,002058
9,1.22,002058
10,1.15,002058
0,2.68,002060
1,2.31,002060
2,4.31,002060
3,4.28,002060
4,5.84,002060
5,10.96,002060
6,5.92,002060
7,7.99,002060
8,10.21,002060
9,7.52,002060
10,4.52,002060
0,4.23,002062
1,2.86,002062
2,1.33,002062
3,1.15,002062
0,1.11,002063
1,1.17,002063
2,2.84,002063
3,1.89,002063
4,1.84,002063
5,2.96,002063
6,3.35,002063
7,1.27,002063
8,1.53,002063
9,2.72,002063
10,1.75,002063
0,0.72,002064
1,0.51,002064
2,1.07,002064
3,0.45,002064
4,0.37,002064
5,1.06,002064
6,0.72,002064
7,0.53,002064
8,0.39,002064
9,1.1,002064
10,0.7,002064
0,0.77,002065
1,0.64,002065
2,1.18,002065
3,1.51,002065
4,1.29,002065
5,1.74,002065
6,3.31,002065
7,0.71,002065
8,0.64,002065
9,0.67,002065
10,0.93,002065
0,1.0,002066
1,1.2,002066
2,2.34,002066
3,2.9,002066
4,4.87,002066
5,1.59,002066
6,1.57,002066
7,1.08,002066
8,1.21,002066
9,1.18,002066
10,1.1,002066
0,1.55,002067
1,2.51,002067
2,3.33,002067
3,1.94,002067
4,1.67,002067
5,2.5,002067
6,2.39,002067
7,1.92,002067
8,1.94,002067
9,2.05,002067
10,1.77,002067
0,0.93,002068
1,1.22,002068
2,1.45,002068
3,0.88,002068
4,0.93,002068
5,1.36,002068
6,1.12,002068
7,1.01,002068
8,0.97,002068
9,0.61,002068
10,0.47,002068
0,1.16,002069
1,0.9,002069
2,1.72,002069
3,1.08,002069
4,1.27,002069
5,1.16,002069
6,0.52,002069
7,0.49,002069
8,0.49,002069
9,0.57,002069
10,0.64,002069
0,2.31,002070
1,2.93,002070
2,4.94,002070
3,4.21,002070
4,2.54,002070
5,3.38,002070
6,5.0,002070
7,1.92,002070
8,2.23,002070
9,2.28,002070
10,2.32,002070
0,10.43,002072
1,6.61,002072
2,6.03,002072
3,9.12,002072
4,8.01,002072
5,7.41,002072
6,4.59,002072
7,3.79,002072
8,4.05,002072
9,5.57,002072
10,7.33,002072
0,0.57,002073
1,1.11,002073
2,1.65,002073
3,0.9,002073
4,0.92,002073
5,1.34,002073
6,1.15,002073
7,0.74,002073
8,0.99,002073
9,1.11,002073
10,1.0,002073
0,3.36,002074
1,2.35,002074
2,2.86,002074
3,2.29,002074
4,1.36,002074
5,2.48,002074
6,2.7,002074
7,1.36,002074
8,1.49,002074
9,1.35,002074
10,1.08,002074
0,0.63,002075
1,0.75,002075
2,1.06,002075
3,1.35,002075
4,1.63,002075
5,1.49,002075
6,1.83,002075
7,1.33,002075
8,1.92,002075
9,1.73,002075
10,0.87,002075
0,1.22,002076
1,1.51,002076
2,4.41,002076
3,1.92,002076
4,1.65,002076
5,1.86,002076
6,2.77,002076
7,1.48,002076
8,1.92,002076
9,1.45,002076
10,1.51,002076
0,0.53,002077
1,0.39,002077
2,0.54,002077
3,0.49,002077
4,0.43,002077
5,0.55,002077
6,0.81,002077
7,0.65,002077
8,0.66,002077
9,0.57,002077
10,0.68,002077
0,0.8,002078
1,0.87,002078
2,1.07,002078
3,1.19,002078
4,1.1,002078
5,1.85,002078
6,3.13,002078
7,3.77,002078
8,0.58,002078
9,1.03,002078
10,1.2,002078
0,6.85,002079
1,7.44,002079
2,4.04,002079
3,6.1,002079
4,6.53,002079
5,3.09,002079
6,3.99,002079
7,2.87,002079
8,2.03,002079
9,2.22,002079
10,2.74,002079
0,0.88,002080
1,1.12,002080
2,2.91,002080
3,1.96,002080
4,2.22,002080
5,4.11,002080
6,2.32,002080
7,2.02,002080
8,2.51,002080
9,1.62,002080
10,2.22,002080
0,1.38,002081
1,2.55,002081
2,1.94,002081
3,1.18,002081
4,2.75,002081
5,3.52,002081
6,1.11,002081
7,1.52,002081
8,1.72,002081
9,2.78,002081
10,2.7,002081
0,2.05,002082
1,2.47,002082
2,3.96,002082
3,3.54,002082
4,2.56,002082
5,4.67,002082
6,2.78,002082
7,4.26,002082
8,2.88,002082
9,3.44,002082
10,5.7,002082
0,0.58,002083
1,0.66,002083
2,1.31,002083
3,1.16,002083
4,1.04,002083
5,1.73,002083
6,1.5,002083
7,0.93,002083
8,0.86,002083
9,1.32,002083
10,1.85,002083
0,4.73,002084
1,4.15,002084
2,3.01,002084
3,4.83,002084
4,2.62,002084
5,2.21,002084
6,3.62,002084
7,3.06,002084
8,2.02,002084
9,1.43,002084
10,1.41,002084
0,0.13,002085
1,0.13,002085
2,0.28,002085
3,0.26,002085
4,0.26,002085
5,0.54,002085
6,0.23,002085
7,0.24,002085
8,0.19,002085
9,0.21,002085
10,0.16,002085
0,0.81,002086
1,1.42,002086
2,2.29,002086
3,1.52,002086
4,1.34,002086
5,2.18,002086
6,2.33,002086
7,1.26,002086
8,1.97,002086
9,1.69,002086
10,1.75,002086
0,0.93,002087
1,1.4,002087
2,3.51,002087
3,3.55,002087
4,2.16,002087
5,4.21,002087
6,4.77,002087
7,1.46,002087
8,3.93,002087
9,2.66,002087
10,2.67,002087
0,1.66,002088
1,1.5,002088
2,3.03,002088
3,2.33,002088
4,2.77,002088
5,4.96,002088
6,6.39,002088
7,5.38,002088
8,3.37,002088
9,5.86,002088
10,2.47,002088
0,1.87,002089
1,3.09,002089
2,4.03,002089
3,7.16,002089
4,6.16,002089
5,4.48,002089
6,4.14,002089
7,1.26,002089
8,2.35,002089
9,1.64,002089
10,3.27,002089
0,1.17,002090
1,1.97,002090
2,2.31,002090
3,1.42,002090
4,1.64,002090
5,0.96,002090
6,0.96,002090
7,0.54,002090
8,0.65,002090
9,1.1,002090
10,0.63,002090
0,1.21,002091
