,Unnamed: 0,code,date,emo
0,0,000001,2016-08-31,4.990494808822917
1,0,000001,2016-09-01,5.011116728943866
2,0,000001,2016-09-02,4.970942668591464
3,0,000001,2016-09-04,4.994021466905188
4,0,000001,2016-09-05,4.959341991341992
5,0,000001,2016-09-06,4.95117445669492
6,0,000001,2016-09-07,4.990819168787109
7,0,000001,2016-09-08,4.961264833140556
8,0,000001,2016-09-09,4.990563240087387
9,0,000001,2016-09-10,4.976450454007106
10,0,000001,2016-09-11,4.953691183448798
11,0,000001,2016-09-12,4.966009900990099
12,0,000001,2016-09-13,4.963471534858088
13,0,000001,2016-09-14,4.940699158646921
14,0,000001,2016-09-03,4.998156182212583
15,0,000002,2016-08-31,5.003377298736629
16,0,000002,2016-09-01,4.976892955482239
17,0,000002,2016-09-02,4.989333957141817
18,0,000002,2016-09-03,5.007598839723709
19,0,000002,2016-09-04,5.014697010763934
20,0,000002,2016-09-05,4.989243211886189
21,0,000002,2016-09-06,4.983258636514491
22,0,000002,2016-09-07,4.983911982209444
23,0,000002,2016-09-08,5.009329424624736
24,0,000002,2016-09-09,4.971823489209392
25,0,000002,2016-09-10,4.993459202972518
26,0,000002,2016-09-11,4.985040248399914
27,0,000002,2016-09-12,4.996555615297883
28,0,000002,2016-09-13,5.00760466733791
29,0,000002,2016-09-14,4.989622885940376
30,0,000004,2016-08-31,5.0198245614035075
31,0,000004,2016-09-02,5.003792452830188
32,0,000004,2016-09-05,5.0
33,0,000004,2016-09-06,4.979324131700462
34,0,000004,2016-09-07,5.043006493506493
35,0,000004,2016-09-08,5.0
36,0,000004,2016-09-09,5.016
37,0,000004,2016-09-12,4.9521428571428565
38,0,000004,2016-09-01,4.9476851851851835
39,0,000004,2016-09-04,5.002412731006158
40,0,000004,2016-09-13,4.956521739130435
41,0,000005,2016-08-31,4.9842697158657305
42,0,000005,2016-09-01,4.949098081449646
43,0,000005,2016-09-02,4.986900042900044
44,0,000005,2016-09-04,5.0072654877902085
45,0,000005,2016-09-05,5.009562323150501
46,0,000005,2016-09-06,4.925168385558021
47,0,000005,2016-09-07,5.000803647197533
48,0,000005,2016-09-08,4.973230799475754
49,0,000005,2016-09-09,4.9787778575030055
50,0,000005,2016-09-10,4.85187048073103
51,0,000005,2016-09-11,4.966475725725727
52,0,000005,2016-09-12,4.9312814649839165
53,0,000005,2016-09-13,5.00773870807576
54,0,000005,2016-09-14,4.990232259800844
55,0,000005,2016-09-03,4.9670000000000005
56,0,000006,2016-08-31,4.984039100617558
57,0,000006,2016-09-01,4.9395501133786865
58,0,000006,2016-09-02,4.987012314651924
59,0,000006,2016-09-03,4.811333333333334
60,0,000006,2016-09-04,5.0
61,0,000006,2016-09-05,4.974375366568915
62,0,000006,2016-09-06,4.9948201388888895
63,0,000006,2016-09-07,5.024356018785532
64,0,000006,2016-09-08,4.9664408945686915
65,0,000006,2016-09-09,4.985943589743589
66,0,000006,2016-09-10,5.023529411764706
67,0,000006,2016-09-11,4.98665865782933
68,0,000006,2016-09-12,5.003123417110802
69,0,000006,2016-09-13,4.999418313965636
70,0,000006,2016-09-14,4.962256944955428
71,0,000007,2016-08-31,4.9882108651911485
72,0,000007,2016-09-01,4.997796675686127
73,0,000007,2016-09-02,4.932991894630193
74,0,000007,2016-09-03,4.727636363636363
75,0,000007,2016-09-04,4.96698125
76,0,000007,2016-09-05,4.93722721962617
77,0,000007,2016-09-06,4.994225225225224
78,0,000007,2016-09-07,4.993495333811916
79,0,000007,2016-09-08,4.90802957667508
80,0,000007,2016-09-09,4.989655368174988
81,0,000007,2016-09-11,4.960785714285715
82,0,000007,2016-09-12,4.9521870967741926
83,0,000007,2016-09-13,4.960014864745298
84,0,000007,2016-09-14,4.957222556342356
85,0,000007,2016-09-10,4.995633333333332
86,0,000008,2016-08-31,4.955026262626261
87,0,000008,2016-09-01,4.985382978723403
88,0,000008,2016-09-02,4.97419387755102
89,0,000008,2016-09-03,4.714285714285714
90,0,000008,2016-09-04,5.147885714285714
91,0,000008,2016-09-05,5.011071505376345
92,0,000008,2016-09-06,4.948305476716072
93,0,000008,2016-09-07,4.969912464985995
94,0,000008,2016-09-08,4.982305959963604
95,0,000008,2016-09-09,4.989097015357029
96,0,000008,2016-09-12,4.965473214285715
97,0,000008,2016-09-13,4.9800489510489525
98,0,000008,2016-09-14,5.0
99,0,000008,2016-09-10,4.970869565217392
100,0,000008,2016-09-11,5.139166666666666
101,0,000009,2016-09-08,4.997173076923077
102,0,000009,2016-09-09,5.000562381689899
103,0,000009,2016-09-10,4.979445236818023
104,0,000009,2016-09-11,4.988305861408263
105,0,000009,2016-09-12,4.956468163781388
106,0,000009,2016-09-13,4.995956739184795
107,0,000009,2016-09-14,4.9855118522305695
108,0,000010,2016-08-31,4.9433572567783095
109,0,000010,2016-09-01,4.972485770750988
110,0,000010,2016-09-02,4.942258092360811
111,0,000010,2016-09-03,4.993333333333333
112,0,000010,2016-09-04,5.155768421052631
113,0,000010,2016-09-05,4.954681278899475
114,0,000010,2016-09-06,5.017391429725958
115,0,000010,2016-09-07,4.989946504828891
116,0,000010,2016-09-08,4.971234601101294
117,0,000010,2016-09-09,4.927314234396047
118,0,000010,2016-09-11,5.06383870967742
119,0,000010,2016-09-12,4.942136538830092
120,0,000010,2016-09-13,5.0569750397211815
121,0,000010,2016-09-14,4.920368737864077
122,0,000010,2016-09-10,4.9775
123,0,000011,2016-08-31,5.047287516778523
124,0,000011,2016-09-01,4.907709151883541
125,0,000011,2016-09-02,4.928492466145338
126,0,000011,2016-09-03,4.850667161410019
127,0,000011,2016-09-04,5.00425
128,0,000011,2016-09-05,4.964152083333335
129,0,000011,2016-09-06,4.966280823616969
130,0,000011,2016-09-07,5.0120849000593735
131,0,000011,2016-09-08,4.760909090909092
132,0,000011,2016-09-09,4.921494726863373
133,0,000011,2016-09-10,4.957465753424657
134,0,000011,2016-09-11,4.6761428571428585
135,0,000011,2016-09-12,5.004987484576062
136,0,000011,2016-09-13,4.9314866392600205
137,0,000011,2016-09-14,4.933705263157894
138,0,000012,2016-08-31,4.990269063017974
139,0,000012,2016-09-01,4.9761925787245165
